,05-11
1881,-1.1
1882,1.2
1883,11.6
1884,0.6
1885,2.0
1886,5.8
1887,2.9
1888,1.3
1889,9.0
1890,-1.3
1891,3.0
1892,3.9
1893,2.1
1894,7.3
1895,7.1
1896,-1.1
1897,8.9
1898,6.0
1899,5.1
1900,-2.5
1901,7.5
1902,0.7
1903,0.1
1904,4.6
1905,7.2
1906,14.2
1907,4.7
1908,2.7
1909,1.6
1910,9.8
1911,7.6
1912,0.8
1913,4.4
1914,4.7
1915,1.6
1916,0.2
1917,-0.9
1918,-4.1
1919,0.2
1920,8.7
1921,11.9
1922,0.5
1923,1.0
1924,3.4
1925,8.8
1926,5.6
1927,-1.2
1928,3.3
1929,6.5
1930,7.4
1931,-0.9
1932,7.4
1933,3.0
1934,8.2
1935,2.7
1936,5.6
1937,3.1
1938,2.2
1939,-1.0
1940,10.6
1941,-0.4
1942,3.9
1943,8.2
1944,3.6
1945,4.4
1946,1.6
1947,1.3
1948,7.6
1949,4.7
1950,7.6
1951,3.9
1952,4.4
1953,3.7
1954,4.4
1955,3.2
1956,3.9
1957,14.2
1958,4.8
1959,1.3
1960,3.6
1961,5.6
1962,3.3
1963,8.5
1964,4.0
1965,7.8
1966,3.8
1967,5.6
1968,7.1
1969,6.9
1970,4.6
1971,8.9
1972,-0.7
1973,6.5
1974,3.7
1975,14.8
1976,4.4
1977,9.2
1978,0.5
1979,5.1
1980,2.1
1981,9.1
1982,6.0
1983,10.8
1984,0.6
1985,6.8
1986,5.6
1987,4.3
1988,5.5
1989,4.5
1990,5.0
1991,8.5
1992,5.3
1993,8.6
1994,9.6
1995,-0.9
1996,4.4
1997,8.3
1998,10.1
1999,-0.6
2000,4.5
2001,5.3
2002,3.4
2003,6.9
2004,2.6
2005,4.7
2006,6.5
2007,4.2
2008,8.8
2009,8.9
2010,5.9
2011,9.3
2012,13.8
2013,9.8
2014,
2015,
2016,
2017,-1.0
2018,
