,05-12
1881,-0.7
1882,0.4
1883,7.7
1884,-0.2
1885,4.5
1886,3.0
1887,5.7
1888,-1.5
1889,7.0
1890,1.8
1891,1.6
1892,-0.3
1893,3.1
1894,6.5
1895,9.2
1896,0.3
1897,12.8
1898,5.9
1899,-0.4
1900,-2.9
1901,5.5
1902,1.1
1903,2.8
1904,4.1
1905,3.8
1906,9.4
1907,7.2
1908,1.7
1909,2.6
1910,14.5
1911,4.7
1912,0.5
1913,5.7
1914,3.2
1915,2.6
1916,0.3
1917,1.6
1918,-1.6
1919,1.9
1920,4.9
1921,11.6
1922,2.7
1923,2.6
1924,6.6
1925,13.6
1926,2.3
1927,-1.3
1928,1.4
1929,4.0
1930,7.4
1931,0.2
1932,4.6
1933,4.0
1934,7.0
1935,0.7
1936,8.7
1937,5.1
1938,2.6
1939,-2.4
1940,11.9
1941,1.2
1942,2.0
1943,7.3
1944,6.4
1945,5.7
1946,0.6
1947,6.2
1948,9.9
1949,5.6
1950,6.9
1951,2.2
1952,3.8
1953,2.3
1954,1.8
1955,2.1
1956,-1.1
1957,8.6
1958,5.5
1959,5.6
1960,6.6
1961,5.6
1962,0.8
1963,12.1
1964,6.9
1965,7.2
1966,4.9
1967,4.3
1968,10.7
1969,6.1
1970,3.8
1971,7.5
1972,3.4
1973,8.0
1974,2.9
1975,13.7
1976,12.6
1977,9.6
1978,2.8
1979,4.3
1980,1.0
1981,3.1
1982,7.3
1983,10.1
1984,2.0
1985,4.5
1986,7.5
1987,4.1
1988,8.0
1989,6.5
1990,-0.2
1991,10.2
1992,4.8
1993,7.4
1994,5.9
1995,1.7
1996,9.0
1997,7.5
1998,6.4
1999,-1.7
2000,0.5
2001,4.4
2002,6.4
2003,5.8
2004,0.0
2005,6.2
2006,4.5
2007,6.2
2008,7.9
2009,5.8
2010,7.6
2011,8.1
2012,7.3
2013,7.6
2014,7.7
2015,
2016,
2017,
2018,
