,09-30
1881,6.5
1882,6.0
1883,6.8
1884,12.9
1885,2.1
1886,6.3
1887,5.6
1888,2.5
1889,9.1
1890,5.0
1891,8.6
1892,7.4
1893,1.3
1894,2.0
1895,10.1
1896,7.2
1897,3.8
1898,2.6
1899,10.0
1900,0.7
1901,14.0
1902,-0.4
1903,7.0
1904,6.2
1905,4.2
1906,0.3
1907,6.3
1908,0.3
1909,5.7
1910,9.1
1911,6.1
1912,6.5
1913,6.7
1914,6.5
1915,4.6
1916,0.2
1917,4.1
1918,6.3
1919,5.4
1920,10.1
1921,4.0
1922,6.1
1923,6.7
1924,8.7
1925,7.5
1926,6.3
1927,7.1
1928,-1.6
1929,9.8
1930,2.5
1931,0.6
1932,8.0
1933,4.6
1934,2.0
1935,2.2
1936,2.7
1937,3.2
1938,4.2
1939,-2.6
1940,0.1
1941,4.1
1942,4.7
1943,5.0
1944,8.2
1945,4.4
1946,2.5
1947,5.2
1948,5.2
1949,5.7
1950,8.1
1951,5.4
1952,2.7
1953,10.0
1954,4.4
1955,8.1
1956,10.5
1957,0.2
1958,9.4
1959,-0.1
1960,5.5
1961,5.3
1962,11.6
1963,6.6
1964,8.5
1965,12.3
1966,0.5
1967,3.0
1968,1.9
1969,6.6
1970,2.0
1971,1.6
1972,3.3
1973,9.3
1974,14.1
1975,6.0
1976,-2.8
1977,5.6
1978,1.3
1979,4.0
1980,3.5
1981,13.8
1982,8.2
1983,3.5
1984,7.1
1985,1.2
1986,2.3
1987,3.6
1988,10.0
1989,4.0
1990,3.1
1991,7.6
1992,10.3
1993,1.8
1994,6.3
1995,5.1
1996,3.5
1997,1.7
1998,4.0
1999,12.0
2000,12.3
2001,1.9
2002,7.9
2003,6.6
2004,8.6
2005,12.1
2006,8.3
2007,12.2
2008,6.9
2009,2.5
2010,6.3
2011,10.7
2012,9.3
2013,2.0
2014,
2015,
2016,
2017,
2018,
