,04-17
1881,-3.4
1882,-0.6
1883,0.4
1884,-9.1
1885,-6.0
1886,1.0
1887,-5.0
1888,-2.2
1889,-0.6
1890,-3.1
1891,0.0
1892,-1.3
1893,-3.4
1894,5.2
1895,-6.8
1896,0.2
1897,0.7
1898,-2.1
1899,-1.1
1900,0.4
1901,4.0
1902,-3.9
1903,1.2
1904,2.2
1905,-0.9
1906,-0.9
1907,-3.0
1908,0.1
1909,1.6
1910,5.1
1911,0.7
1912,0.5
1913,1.2
1914,-2.4
1915,-0.3
1916,-2.8
1917,3.3
1918,-3.8
1919,5.2
1920,9.7
1921,2.5
1922,2.9
1923,-5.0
1924,-0.1
1925,5.4
1926,-1.3
1927,-0.8
1928,1.6
1929,-7.5
1930,2.0
1931,-0.1
1932,-2.0
1933,0.6
1934,2.2
1935,-3.7
1936,-0.9
1937,6.2
1938,5.8
1939,2.0
1940,0.7
1941,-1.2
1942,-0.9
1943,1.3
1944,2.7
1945,-4.9
1946,-1.9
1947,-1.8
1948,1.4
1949,3.5
1950,3.1
1951,1.6
1952,0.1
1953,2.4
1954,0.4
1955,-2.1
1956,-0.5
1957,-4.3
1958,3.2
1959,4.8
1960,1.4
1961,-1.3
1962,-1.0
1963,1.2
1964,3.6
1965,2.8
1966,-6.2
1967,1.5
1968,-2.6
1969,2.9
1970,1.8
1971,0.1
1972,4.7
1973,4.4
1974,-1.3
1975,0.0
1976,2.3
1977,0.6
1978,1.9
1979,-7.1
1980,-2.1
1981,-2.5
1982,4.6
1983,-2.0
1984,4.1
1985,1.0
1986,-5.5
1987,0.5
1988,6.9
1989,3.3
1990,6.3
1991,0.0
1992,0.5
1993,-3.0
1994,0.6
1995,6.7
1996,0.2
1997,-0.6
1998,1.8
1999,12.2
2000,5.4
2001,1.0
2002,-1.6
2003,1.9
2004,3.6
2005,2.8
2006,0.3
2007,7.2
2008,2.6
2009,0.6
2010,1.5
2011,2.4
2012,2.4
2013,4.6
2014,
2016,
2017,-2.2
2018,
2019,
