,DATE,TMIN
158,1881-06-08,14.5
523,1882-06-08,13.2
888,1883-06-08,9.8
1254,1884-06-08,10.7
1619,1885-06-08,7.2
1984,1886-06-08,7.6
2349,1887-06-08,11.0
2715,1888-06-08,4.8
3080,1889-06-08,7.2
3445,1890-06-08,14.7
3810,1891-06-08,2.4
4176,1892-06-08,8.5
4541,1893-06-08,8.9
4906,1894-06-08,8.6
5271,1895-06-08,11.5
5637,1896-06-08,17.7
6002,1897-06-08,6.7
6367,1898-06-08,11.6
6732,1899-06-08,6.2
7097,1900-06-08,5.3
7462,1901-06-08,13.7
7827,1902-06-08,3.9
8192,1903-06-08,9.1
8558,1904-06-08,5.9
8923,1905-06-08,7.6
9288,1906-06-08,7.6
9653,1907-06-08,8.0
10019,1908-06-08,3.0
10384,1909-06-08,8.1
10749,1910-06-08,9.0
11114,1911-06-08,7.2
11480,1912-06-08,14.2
11845,1913-06-08,13.5
12210,1914-06-08,7.6
12575,1915-06-08,10.1
12941,1916-06-08,10.2
13306,1917-06-08,10.9
13671,1918-06-08,5.5
14036,1919-06-08,13.1
14402,1920-06-08,10.4
14767,1921-06-08,7.3
15132,1922-06-08,9.6
15497,1923-06-08,5.2
15863,1924-06-08,6.6
16228,1925-06-08,5.1
16593,1926-06-08,13.5
16958,1927-06-08,10.5
17324,1928-06-08,4.1
17689,1929-06-08,7.4
18054,1930-06-08,11.8
18419,1931-06-08,6.7
18785,1932-06-08,8.8
19150,1933-06-08,10.7
19515,1934-06-08,10.9
19880,1935-06-08,9.8
20246,1936-06-08,13.4
20611,1937-06-08,10.4
20976,1938-06-08,8.1
21341,1939-06-08,10.6
21707,1940-06-08,7.3
22072,1941-06-08,1.6
22437,1942-06-08,4.2
22802,1943-06-08,8.8
23168,1944-06-08,10.5
23533,1945-06-08,11.5
23898,1946-06-08,10.5
24263,1947-06-08,12.6
24629,1948-06-08,15.3
24994,1949-06-08,12.1
25359,1950-06-08,12.7
25724,1951-06-08,6.9
26090,1952-06-08,10.2
26455,1953-06-08,10.9
26820,1954-06-08,6.6
27185,1955-06-08,3.7
27551,1956-06-08,14.0
27916,1957-06-08,8.4
28281,1958-06-08,6.4
28646,1959-06-08,14.7
29012,1960-06-08,13.2
29377,1961-06-08,15.1
29742,1962-06-08,7.8
30107,1963-06-08,9.4
30473,1964-06-08,6.2
30838,1965-06-08,9.9
31203,1966-06-08,10.3
31568,1967-06-08,10.8
31934,1968-06-08,13.7
32299,1969-06-08,7.5
32664,1970-06-08,10.8
33029,1971-06-08,10.7
33395,1972-06-08,12.4
33760,1973-06-08,14.1
34125,1974-06-08,10.2
34490,1975-06-08,8.8
34856,1976-06-08,4.5
35221,1977-06-08,11.4
35586,1978-06-08,15.8
35951,1979-06-08,11.5
36317,1980-06-08,11.4
36682,1981-06-08,12.8
37047,1982-06-08,2.4
37412,1983-06-08,11.0
37778,1984-06-08,8.5
38143,1985-06-08,5.2
38508,1986-06-08,12.3
38873,1987-06-08,13.1
39239,1988-06-08,11.0
39604,1989-06-08,15.0
39969,1990-06-08,4.5
40334,1991-06-08,9.5
40700,1992-06-08,11.2
41065,1993-06-08,8.0
41430,1994-06-08,10.4
41795,1995-06-08,14.6
42161,1996-06-08,11.3
42526,1997-06-08,10.2
42891,1998-06-08,13.4
43256,1999-06-08,15.8
43622,2000-06-08,9.6
43987,2001-06-08,14.8
44352,2002-06-08,13.1
44717,2003-06-08,11.0
45083,2004-06-08,7.9
45448,2005-06-08,11.8
45813,2006-06-08,7.6
46178,2007-06-08,14.5
46544,2008-06-08,7.1
46909,2009-06-08,7.7
47274,2010-06-08,9.5
47639,2011-06-08,12.6
48005,2012-06-08,9.5
48370,2013-06-08,13.9
48735,2014-06-08,
49079,2015-06-08,
49445,2016-06-08,
49810,2017-06-08,
50175,2018-06-08,
