,01-29
1881,-14.1
1882,-5.7
1883,-15.6
1884,-3.9
1885,-14.0
1886,-24.4
1887,-5.7
1888,-28.0
1889,-18.8
1890,-9.2
1891,-8.6
1892,-5.4
1893,-16.3
1894,1.2
1895,-19.0
1896,-10.0
1897,-8.4
1898,-10.1
1899,-11.9
1900,-4.1
1901,-5.9
1902,-5.6
1903,0.1
1904,-3.7
1905,-6.4
1906,-1.3
1907,-20.5
1908,-3.2
1909,-11.3
1910,-5.2
1911,-16.3
1912,-13.7
1913,
1914,-6.9
1915,-11.0
1916,-6.4
1917,-17.3
1918,0.0
1919,-12.7
1920,-24.3
1921,-21.3
1922,-8.8
1923,-12.7
1924,-17.6
1925,-2.9
1926,-19.6
1927,0.9
1928,-4.9
1929,-18.8
1930,-13.5
1931,-12.8
1932,0.3
1933,-7.8
1934,-3.5
1935,-8.7
1936,-17.7
1937,-17.6
1938,-3.9
1939,-7.7
1940,-19.5
1941,-20.1
1942,-21.1
1943,-8.8
1944,-0.4
1945,-11.5
1946,-12.4
1947,-6.3
1948,-3.5
1949,-1.0
1950,-13.4
1951,-17.6
1952,-4.3
1953,-9.0
1954,-20.8
1955,-7.0
1956,
1957,-1.9
1958,-6.9
1959,-4.8
1960,-22.1
1961,-3.1
1962,-15.3
1963,-20.5
1964,-10.7
1965,-16.3
1966,-18.7
1967,-23.7
1968,-14.8
1969,-23.4
1970,-24.5
1971,0.7
1972,-24.2
1973,-12.9
1974,-11.6
1975,-3.3
1976,-10.6
1977,-4.0
1978,-20.9
1979,-14.5
1980,-20.6
1981,0.0
1982,-12.5
1983,-5.9
1984,-10.1
1985,-16.8
1986,-3.1
1987,-30.5
1988,-16.9
1989,1.6
1990,-0.6
1991,-17.6
1992,-1.1
1993,-17.5
1994,-9.9
1995,-6.4
1996,-8.1
1997,-14.2
1998,-15.3
1999,-19.8
2000,-12.5
2001,-0.5
2002,-7.2
2003,-8.1
2004,-5.0
2005,-10.0
2006,-5.7
2007,-14.2
2008,-3.5
2009,-1.0
2010,-16.0
2011,-1.1
2012,-17.0
2013,-7.2
2014,
2015,
2016,
2017,
2018,
2019,
