,08-27
1881,9.6
1882,11.0
1883,9.7
1884,3.4
1885,9.4
1886,14.4
1887,8.3
1888,14.2
1889,8.6
1890,14.1
1891,12.3
1892,15.4
1893,7.4
1894,9.2
1895,10.9
1896,11.0
1897,13.5
1898,9.4
1899,7.3
1900,10.7
1901,13.1
1902,12.3
1903,10.7
1904,8.7
1905,4.6
1906,8.9
1907,9.5
1908,11.6
1909,14.1
1910,9.6
1911,10.7
1912,9.7
1913,14.5
1914,8.1
1915,13.0
1916,10.2
1917,12.8
1918,9.1
1919,8.1
1920,13.8
1921,7.4
1922,11.8
1923,9.6
1924,6.0
1925,10.2
1926,9.6
1927,14.6
1928,11.1
1929,10.3
1930,11.2
1931,14.8
1932,6.8
1933,10.1
1934,13.3
1935,11.7
1936,9.7
1937,10.6
1938,15.7
1939,12.4
1940,12.3
1941,9.6
1942,15.3
1943,12.6
1944,16.8
1945,12.6
1946,11.3
1947,12.6
1948,11.4
1949,12.6
1950,6.6
1951,16.7
1952,10.7
1953,12.3
1954,11.7
1955,14.5
1956,11.8
1957,15.3
1958,9.8
1959,8.3
1960,10.9
1961,10.1
1962,12.8
1963,12.8
1964,12.4
1965,15.4
1966,11.8
1967,12.3
1968,14.6
1969,14.0
1970,4.6
1971,11.0
1972,10.3
1973,2.9
1974,11.6
1975,10.3
1976,8.2
1977,12.0
1978,10.9
1979,14.8
1980,8.7
1981,10.4
1982,12.6
1983,6.4
1984,3.8
1985,12.0
1986,6.4
1987,12.7
1988,13.2
1989,8.5
1990,9.6
1991,13.0
1992,12.1
1993,7.5
1994,8.4
1995,14.0
1996,11.5
1997,17.3
1998,12.0
1999,11.3
2000,10.8
2001,10.9
2002,14.9
2003,10.2
2004,13.0
2005,14.3
2006,13.8
2007,10.9
2008,10.5
2009,15.0
2010,11.5
2011,16.5
2012,14.2
2013,13.1
2014,
2015,
2016,
2017,
2018,
