,DATE,TMIN
354,1881-12-21,-6.5
719,1882-12-21,-25.2
1084,1883-12-21,-9.3
1450,1884-12-21,-1.6
1815,1885-12-21,-0.4
2180,1886-12-21,-16.6
2545,1887-12-21,-13.1
2911,1888-12-21,-17.5
3276,1889-12-21,0.0
3641,1890-12-21,-14.4
4006,1891-12-21,-4.1
4372,1892-12-21,-19.0
4737,1893-12-21,-4.4
5102,1894-12-21,-16.7
5467,1895-12-21,-8.0
5833,1896-12-21,-6.4
6198,1897-12-21,-15.8
6563,1898-12-21,-21.8
6928,1899-12-21,-10.1
7293,1900-12-21,0.4
7658,1901-12-21,-4.8
8023,1902-12-21,-24.0
8388,1903-12-21,-15.9
8754,1904-12-21,-8.4
9119,1905-12-21,-7.5
9484,1906-12-21,-3.4
9849,1907-12-21,-22.5
10215,1908-12-21,-2.3
10580,1909-12-21,-5.2
10945,1910-12-21,-0.9
11310,1911-12-21,0.6
11676,1912-12-21,0.2
12041,1913-12-21,-8.8
12406,1914-12-21,-2.4
12771,1915-12-21,-21.9
13137,1916-12-21,-5.7
13502,1917-12-21,-11.0
13867,1918-12-21,-9.6
14232,1919-12-21,-25.7
14598,1920-12-21,-8.5
14963,1921-12-21,-13.8
15328,1922-12-21,-9.4
15693,1923-12-21,-9.6
16059,1924-12-21,-7.4
16424,1925-12-21,-20.5
16789,1926-12-21,-18.1
17154,1927-12-21,-9.0
17520,1928-12-21,-1.4
17885,1929-12-21,0.2
18250,1930-12-21,-5.8
18615,1931-12-21,-4.4
18981,1932-12-21,0.5
19346,1933-12-21,-10.3
19711,1934-12-21,-4.0
20076,1935-12-21,-3.8
20442,1936-12-21,3.2
20807,1937-12-21,-13.5
21172,1938-12-21,-18.8
21537,1939-12-21,-16.3
21903,1940-12-21,-8.4
22268,1941-12-21,-3.4
22633,1942-12-21,-1.5
22998,1943-12-21,-1.4
23364,1944-12-21,-8.9
23729,1945-12-21,-1.8
24094,1946-12-21,-0.7
24459,1947-12-21,-2.1
24825,1948-12-21,-3.6
25190,1949-12-21,2.1
25555,1950-12-21,-6.4
25920,1951-12-21,1.2
26286,1952-12-21,-0.4
26651,1953-12-21,-10.0
27016,1954-12-21,-0.4
27381,1955-12-21,-22.6
27747,1956-12-21,-4.7
28112,1957-12-21,1.1
28477,1958-12-21,-9.7
28842,1959-12-21,-7.6
29208,1960-12-21,-0.9
29573,1961-12-21,-9.2
29938,1962-12-21,-19.6
30303,1963-12-21,-16.8
30669,1964-12-21,-12.2
31034,1965-12-21,-0.6
31399,1966-12-21,-12.6
31764,1967-12-21,-22.2
32130,1968-12-21,-7.9
32495,1969-12-21,-10.9
32860,1970-12-21,-7.2
33225,1971-12-21,-10.6
33591,1972-12-21,1.0
33956,1973-12-21,-7.5
34321,1974-12-21,-1.7
34686,1975-12-21,-10.1
35052,1976-12-21,-10.1
35417,1977-12-21,-13.3
35782,1978-12-21,-19.3
36147,1979-12-21,-6.6
36513,1980-12-21,-3.3
36878,1981-12-21,-9.0
37243,1982-12-21,0.3
37608,1983-12-21,1.2
37974,1984-12-21,-2.3
38339,1985-12-21,-11.6
38704,1986-12-21,-10.5
39069,1987-12-21,-7.5
39435,1988-12-21,-14.7
39800,1989-12-21,-3.5
40165,1990-12-21,-3.0
40530,1991-12-21,-0.4
40896,1992-12-21,-5.9
41261,1993-12-21,-2.7
41626,1994-12-21,-9.7
41991,1995-12-21,-17.0
42357,1996-12-21,-14.6
42722,1997-12-21,-13.7
43087,1998-12-21,-12.5
43452,1999-12-21,-8.0
43818,2000-12-21,-4.5
44183,2001-12-21,-19.7
44548,2002-12-21,-8.9
44913,2003-12-21,-5.3
45279,2004-12-21,-5.1
45644,2005-12-21,-7.8
46009,2006-12-21,-6.0
46374,2007-12-21,1.2
46740,2008-12-21,-1.2
47105,2009-12-21,-12.1
47470,2010-12-21,-13.2
47835,2011-12-21,-1.7
48201,2012-12-21,-15.4
48566,2013-12-21,1.7
48931,2014-12-21,
49275,2015-12-21,6.3
49641,2016-12-21,
50006,2017-12-21,
50364,2018-12-21,
