,04-29
1881,0.9
1882,4.3
1883,0.0
1884,2.7
1885,0.5
1886,-2.3
1887,7.0
1888,-0.3
1889,3.1
1890,10.2
1891,6.4
1892,-0.2
1893,-0.1
1894,7.6
1895,2.0
1896,3.8
1897,0.7
1898,-0.4
1899,0.9
1900,-3.3
1901,2.5
1902,-7.9
1903,7.7
1904,1.9
1905,3.3
1906,3.1
1907,0.6
1908,5.0
1909,1.3
1910,4.8
1911,5.9
1912,-0.5
1913,2.6
1914,4.6
1915,-0.5
1916,4.4
1917,-4.8
1918,0.3
1919,-1.2
1920,9.7
1921,5.9
1922,6.8
1923,1.0
1924,-1.0
1925,0.8
1926,-0.3
1927,0.4
1928,7.4
1929,-2.6
1930,-1.3
1931,8.2
1932,1.9
1933,5.7
1934,2.4
1935,-2.9
1936,9.2
1937,3.1
1938,3.1
1939,-1.8
1940,-4.4
1941,-1.6
1942,-0.5
1943,3.4
1944,1.0
1945,5.6
1946,9.3
1947,3.3
1948,0.5
1949,7.1
1950,6.4
1951,13.6
1952,6.5
1953,2.5
1954,0.3
1955,2.6
1956,0.9
1957,5.1
1958,6.7
1959,7.2
1960,2.3
1961,-4.6
1962,4.8
1963,3.2
1964,0.9
1965,2.5
1966,-1.2
1967,3.6
1968,2.8
1969,1.5
1970,3.4
1971,-2.5
1972,-0.3
1973,2.3
1974,1.2
1975,3.8
1976,-2.8
1977,4.7
1978,-3.2
1979,3.7
1980,5.2
1981,0.4
1982,5.8
1983,3.0
1984,3.3
1985,-1.0
1986,8.3
1987,3.6
1988,0.4
1989,15.2
1990,5.1
1991,1.8
1992,6.8
1993,2.4
1994,8.3
1995,1.5
1996,6.5
1997,7.3
1998,9.0
1999,7.1
2000,5.4
2001,7.0
2002,5.1
2003,2.7
2004,2.8
2005,4.2
2006,5.7
2007,2.4
2008,7.3
2009,8.4
2010,3.6
2011,2.4
2012,6.2
2013,-0.5
2014,
2015,
2016,
2017,
2018,3.6
