,03-18
1881,-11.3
1882,-7.4
1883,-13.3
1884,-1.9
1885,-8.1
1886,-17.3
1887,-13.6
1888,-20.5
1889,-14.5
1890,0.3
1891,-1.5
1892,-3.5
1893,-8.6
1894,-7.9
1895,-7.8
1896,-6.8
1897,-8.3
1898,-18.1
1899,-6.3
1900,0.9
1901,-1.3
1902,-7.7
1903,-8.3
1904,-6.4
1905,-6.5
1906,-8.4
1907,-7.4
1908,-4.8
1909,-2.8
1910,0.5
1911,-15.8
1912,-4.3
1913,-2.7
1914,-2.3
1915,-13.2
1916,-3.1
1917,-26.3
1918,-9.1
1919,-21.2
1920,0.0
1921,-1.1
1922,-13.9
1923,-5.0
1924,-8.4
1925,-16.2
1926,-10.4
1927,-8.1
1928,-6.9
1929,-10.3
1930,-12.0
1931,-10.7
1932,-12.4
1933,-7.0
1934,0.5
1935,-1.3
1936,-3.8
1937,1.1
1938,-4.4
1939,-6.3
1940,-22.6
1941,-17.0
1942,-29.0
1943,-2.1
1944,-5.9
1945,-11.9
1946,-10.3
1947,-5.2
1948,-16.3
1949,-2.0
1950,-1.6
1951,-21.8
1952,-17.3
1953,-1.2
1954,-14.9
1955,-7.2
1956,-12.4
1957,-17.9
1958,-9.2
1959,-0.9
1960,-3.8
1961,-0.7
1962,-19.1
1963,-22.7
1964,-7.1
1965,2.1
1966,-6.6
1967,-4.8
1968,-2.8
1969,-5.8
1970,-1.7
1971,1.2
1972,-5.4
1973,-8.1
1974,0.4
1975,-1.7
1976,-11.6
1977,1.4
1978,-7.1
1979,-18.0
1980,-14.1
1981,-9.7
1982,-1.3
1983,0.0
1984,-12.7
1985,-5.5
1986,-5.5
1987,-5.3
1988,-6.2
1989,0.3
1990,2.3
1991,-1.4
1992,0.0
1993,0.2
1994,-1.7
1995,-0.5
1996,-10.5
1997,-7.8
1998,-5.5
1999,-1.9
2000,-0.3
2001,-9.4
2002,0.8
2003,-1.5
2004,1.0
2005,-7.8
2006,-8.2
2007,0.6
2008,-0.8
2009,0.8
2010,-13.0
2011,-4.0
2012,-0.5
2013,-11.6
2014,
2015,
2016,-5.0
2017,
2018,
2019,
