,07-13
1881,13.4
1882,12.1
1883,13.6
1884,15.7
1885,17.5
1886,9.8
1887,12.7
1888,11.6
1889,10.6
1890,12.2
1891,12.8
1892,9.2
1893,13.1
1894,14.8
1895,11.5
1896,14.7
1897,14.1
1898,15.5
1899,14.8
1900,13.2
1901,14.7
1902,10.3
1903,15.1
1904,8.2
1905,10.2
1906,18.7
1907,16.2
1908,13.0
1909,16.0
1910,11.5
1911,7.1
1912,12.5
1913,13.6
1914,19.4
1915,13.2
1916,10.9
1917,12.4
1918,12.9
1919,19.1
1920,13.6
1921,10.2
1922,12.2
1923,18.1
1924,11.9
1925,11.9
1926,17.0
1927,15.3
1928,13.5
1929,15.0
1930,11.7
1931,14.8
1932,17.9
1933,16.6
1934,17.5
1935,9.1
1936,17.9
1937,12.7
1938,16.8
1939,13.7
1940,19.5
1941,20.7
1942,15.6
1943,18.2
1944,13.7
1945,17.0
1946,14.3
1947,13.9
1948,9.7
1949,14.7
1950,11.4
1951,19.6
1952,16.1
1953,14.6
1954,17.4
1955,13.5
1956,12.7
1957,13.9
1958,12.0
1959,16.8
1960,15.7
1961,13.8
1962,13.5
1963,12.5
1964,13.8
1965,12.3
1966,16.8
1967,12.5
1968,9.5
1969,16.1
1970,11.8
1971,16.5
1972,22.9
1973,17.1
1974,14.2
1975,16.6
1976,8.7
1977,12.7
1978,11.0
1979,15.6
1980,11.0
1981,16.6
1982,18.5
1983,18.2
1984,18.1
1985,15.4
1986,14.1
1987,13.6
1988,16.2
1989,16.9
1990,14.5
1991,13.7
1992,15.3
1993,16.0
1994,16.2
1995,13.9
1996,16.9
1997,11.5
1998,16.2
1999,18.3
2000,17.3
2001,18.7
2002,17.7
2003,16.7
2004,14.2
2005,18.0
2006,16.0
2007,13.8
2008,16.0
2009,16.1
2010,20.4
2011,16.5
2012,16.7
2013,14.1
2014,
2015,
2016,
2017,
2018,
