,08-28
1881,15.7
1882,13.4
1883,9.7
1884,9.6
1885,5.2
1886,9.5
1887,6.4
1888,11.7
1889,11.4
1890,10.9
1891,14.4
1892,12.1
1893,5.7
1894,10.9
1895,9.8
1896,11.8
1897,12.5
1898,10.3
1899,9.0
1900,8.0
1901,11.4
1902,9.2
1903,10.2
1904,9.6
1905,5.0
1906,7.1
1907,9.3
1908,11.1
1909,14.5
1910,10.6
1911,12.5
1912,13.5
1913,15.3
1914,8.9
1915,9.4
1916,10.3
1917,11.1
1918,9.0
1919,9.3
1920,16.4
1921,11.4
1922,9.6
1923,11.3
1924,4.0
1925,10.7
1926,11.9
1927,12.1
1928,11.3
1929,9.5
1930,15.9
1931,15.1
1932,12.8
1933,7.4
1934,10.7
1935,12.2
1936,9.8
1937,11.7
1938,14.7
1939,12.8
1940,12.2
1941,11.5
1942,14.9
1943,13.1
1944,14.0
1945,11.1
1946,12.7
1947,7.8
1948,10.8
1949,13.3
1950,11.8
1951,15.4
1952,10.0
1953,12.4
1954,13.9
1955,17.2
1956,12.0
1957,10.7
1958,9.1
1959,7.6
1960,10.5
1961,10.9
1962,12.3
1963,15.4
1964,15.3
1965,17.4
1966,7.4
1967,12.2
1968,15.5
1969,14.0
1970,9.8
1971,14.6
1972,14.0
1973,8.3
1974,13.0
1975,11.8
1976,6.9
1977,14.7
1978,9.7
1979,11.1
1980,5.3
1981,11.6
1982,14.0
1983,8.2
1984,7.6
1985,14.3
1986,8.0
1987,12.4
1988,15.2
1989,8.7
1990,7.1
1991,14.7
1992,11.0
1993,10.0
1994,12.7
1995,9.9
1996,13.7
1997,16.3
1998,11.6
1999,15.6
2000,11.3
2001,8.4
2002,14.5
2003,10.5
2004,15.4
2005,12.7
2006,15.8
2007,11.0
2008,11.3
2009,15.5
2010,9.6
2011,15.8
2012,14.0
2013,13.2
2014,
2015,
2016,
2017,
2018,
