,09-14
1881,10.8
1882,11.4
1883,9.5
1884,10.6
1885,6.8
1886,7.9
1887,10.9
1888,9.8
1889,2.8
1890,7.1
1891,8.1
1892,11.0
1893,8.2
1894,4.5
1895,10.7
1896,10.4
1897,7.2
1898,9.5
1899,4.5
1900,4.4
1901,5.0
1902,6.1
1903,7.5
1904,6.1
1905,8.6
1906,6.3
1907,11.6
1908,7.6
1909,8.6
1910,9.6
1911,9.8
1912,5.1
1913,8.0
1914,8.3
1915,12.1
1916,8.8
1917,9.1
1918,8.2
1919,4.6
1920,9.8
1921,8.0
1922,12.9
1923,8.0
1924,12.0
1925,3.5
1926,9.6
1927,7.6
1928,9.1
1929,8.4
1930,5.9
1931,5.5
1932,7.6
1933,9.4
1934,8.1
1935,6.9
1936,8.8
1937,11.8
1938,9.2
1939,3.7
1940,11.2
1941,10.6
1942,3.0
1943,9.5
1944,2.4
1945,9.9
1946,4.1
1947,9.4
1948,13.0
1949,13.7
1950,7.8
1951,9.1
1952,6.1
1953,3.8
1954,11.1
1955,15.3
1956,8.1
1957,7.9
1958,11.1
1959,6.5
1960,12.1
1961,5.9
1962,7.6
1963,6.5
1964,4.4
1965,10.2
1966,8.8
1967,9.3
1968,7.0
1969,10.2
1970,10.3
1971,3.2
1972,9.9
1973,2.0
1974,9.0
1975,10.6
1976,10.8
1977,5.4
1978,5.2
1979,9.1
1980,11.7
1981,6.4
1982,6.4
1983,12.2
1984,7.8
1985,6.6
1986,7.0
1987,8.8
1988,5.9
1989,10.6
1990,6.0
1991,7.1
1992,8.3
1993,1.9
1994,12.6
1995,4.6
1996,6.2
1997,11.7
1998,12.5
1999,6.7
2000,5.0
2001,11.7
2002,10.7
2003,9.6
2004,13.5
2005,7.7
2006,12.5
2007,7.7
2008,7.0
2009,12.1
2010,13.9
2011,13.1
2012,11.4
2013,9.0
2014,
2015,
2016,
2017,
2018,
