,DATE,TMIN
121,1881-05-02,-0.5
486,1882-05-02,3.8
851,1883-05-02,2.3
1217,1884-05-02,-0.5
1582,1885-05-02,-5.7
1947,1886-05-02,-1.8
2312,1887-05-02,3.1
2678,1888-05-02,3.1
3043,1889-05-02,0.5
3408,1890-05-02,4.4
3773,1891-05-02,2.9
4139,1892-05-02,2.8
4504,1893-05-02,-1.0
4869,1894-05-02,3.8
5234,1895-05-02,0.6
5600,1896-05-02,4.6
5965,1897-05-02,9.2
6330,1898-05-02,1.2
6695,1899-05-02,1.4
7060,1900-05-02,-0.5
7425,1901-05-02,0.0
7790,1902-05-02,-0.2
8155,1903-05-02,2.6
8521,1904-05-02,0.5
8886,1905-05-02,8.9
9251,1906-05-02,9.3
9616,1907-05-02,0.9
9982,1908-05-02,-2.6
10347,1909-05-02,0.6
10712,1910-05-02,6.1
11077,1911-05-02,1.6
11443,1912-05-02,0.4
11808,1913-05-02,-1.2
12173,1914-05-02,0.7
12538,1915-05-02,0.0
12904,1916-05-02,3.4
13269,1917-05-02,-1.3
13634,1918-05-02,2.2
13999,1919-05-02,8.5
14365,1920-05-02,2.1
14730,1921-05-02,5.0
15095,1922-05-02,6.5
15460,1923-05-02,0.4
15826,1924-05-02,-0.5
16191,1925-05-02,4.5
16556,1926-05-02,1.5
16921,1927-05-02,-0.9
17287,1928-05-02,3.1
17652,1929-05-02,1.9
18017,1930-05-02,1.7
18382,1931-05-02,9.0
18748,1932-05-02,6.0
19113,1933-05-02,0.0
19478,1934-05-02,13.0
19843,1935-05-02,-1.7
20209,1936-05-02,6.4
20574,1937-05-02,6.6
20939,1938-05-02,0.6
21304,1939-05-02,-1.4
21670,1940-05-02,-0.2
22035,1941-05-02,-3.0
22400,1942-05-02,1.1
22765,1943-05-02,0.4
23131,1944-05-02,-2.6
23496,1945-05-02,2.9
23861,1946-05-02,3.5
24226,1947-05-02,0.6
24592,1948-05-02,5.8
24957,1949-05-02,4.3
25322,1950-05-02,3.6
25687,1951-05-02,3.5
26053,1952-05-02,3.9
26418,1953-05-02,0.9
26783,1954-05-02,3.8
27148,1955-05-02,-2.0
27514,1956-05-02,0.0
27879,1957-05-02,1.1
28244,1958-05-02,1.3
28609,1959-05-02,6.8
28975,1960-05-02,6.4
29340,1961-05-02,0.1
29705,1962-05-02,4.0
30070,1963-05-02,5.6
30436,1964-05-02,6.5
30801,1965-05-02,-2.4
31166,1966-05-02,1.9
31531,1967-05-02,1.9
31897,1968-05-02,5.9
32262,1969-05-02,-1.3
32627,1970-05-02,4.7
32992,1971-05-02,0.6
33358,1972-05-02,4.4
33723,1973-05-02,6.3
34088,1974-05-02,2.9
34453,1975-05-02,7.4
34819,1976-05-02,-2.2
35184,1977-05-02,5.2
35549,1978-05-02,-1.7
35914,1979-05-02,4.1
36280,1980-05-02,-1.4
36645,1981-05-02,4.6
37010,1982-05-02,6.2
37375,1983-05-02,3.0
37741,1984-05-02,5.4
38106,1985-05-02,3.7
38471,1986-05-02,3.6
38836,1987-05-02,11.1
39202,1988-05-02,2.5
39567,1989-05-02,4.5
39932,1990-05-02,3.1
40297,1991-05-02,8.5
40663,1992-05-02,6.6
41028,1993-05-02,11.4
41393,1994-05-02,2.3
41758,1995-05-02,-2.0
42124,1996-05-02,2.8
42489,1997-05-02,3.0
42854,1998-05-02,7.3
43219,1999-05-02,0.0
43585,2000-05-02,-0.9
43950,2001-05-02,6.5
44315,2002-05-02,10.9
44680,2003-05-02,3.0
45046,2004-05-02,6.4
45411,2005-05-02,1.3
45776,2006-05-02,3.5
46141,2007-05-02,0.7
46507,2008-05-02,9.2
46872,2009-05-02,5.3
47237,2010-05-02,5.8
47602,2011-05-02,1.1
47968,2012-05-02,1.8
48333,2013-05-02,2.7
48698,2014-05-02,
49042,2015-05-02,
49408,2016-05-02,
49773,2017-05-02,
50138,2018-05-02,
