,01-30
1881,-11.4
1882,-10.0
1883,-6.7
1884,-4.6
1885,-16.7
1886,-22.9
1887,0.7
1888,-25.3
1889,-20.0
1890,-14.0
1891,-6.9
1892,-5.6
1893,-5.9
1894,0.6
1895,-21.6
1896,-5.0
1897,-7.9
1898,-10.7
1899,-13.8
1900,-4.1
1901,-7.4
1902,-5.0
1903,-5.3
1904,-4.4
1905,-10.3
1906,-14.3
1907,-9.4
1908,-5.4
1909,-13.1
1910,-4.1
1911,-16.5
1912,-22.7
1913,
1914,-1.5
1915,-17.7
1916,-4.5
1917,-24.7
1918,-5.6
1919,-10.4
1920,-23.0
1921,-18.7
1922,-11.2
1923,-12.7
1924,-16.3
1925,-2.3
1926,-24.9
1927,-3.2
1928,-2.5
1929,-20.5
1930,-12.9
1931,-11.9
1932,-5.6
1933,-9.8
1934,-3.5
1935,-9.3
1936,-26.5
1937,-22.1
1938,-1.4
1939,-11.9
1940,-19.1
1941,-26.0
1942,-11.9
1943,-7.8
1944,-2.6
1945,-10.4
1946,-12.1
1947,-5.6
1948,-1.3
1949,-2.4
1950,-19.6
1951,-16.5
1952,-4.6
1953,-13.5
1954,-20.5
1955,-11.4
1956,
1957,-5.0
1958,-10.8
1959,-8.9
1960,-19.1
1961,-3.5
1962,-20.3
1963,-20.9
1964,-3.8
1965,-11.2
1966,-21.0
1967,-27.5
1968,-6.8
1969,-18.7
1970,-27.0
1971,-5.8
1972,-21.5
1973,-14.7
1974,-2.6
1975,-3.9
1976,-13.7
1977,-1.7
1978,-8.5
1979,-12.0
1980,-17.2
1981,0.3
1982,-12.4
1983,-12.0
1984,-8.4
1985,-8.4
1986,-4.6
1987,-23.8
1988,-16.7
1989,1.5
1990,0.6
1991,-21.8
1992,-4.7
1993,-19.6
1994,-17.9
1995,-5.2
1996,-7.3
1997,-17.9
1998,-11.9
1999,-22.2
2000,0.0
2001,-2.6
2002,-10.4
2003,-12.3
2004,-5.7
2005,-12.9
2006,-4.1
2007,-14.3
2008,1.3
2009,-7.3
2010,-9.5
2011,-5.3
2012,-12.9
2013,-3.3
2014,
2015,
2016,0.8
2017,-0.4
2018,-7.1
2019,-6.0
