,DATE,TMIN
246,1881-09-04,10.9
611,1882-09-04,13.0
976,1883-09-04,12.6
1342,1884-09-04,4.8
1707,1885-09-04,6.6
2072,1886-09-04,11.9
2437,1887-09-04,13.4
2803,1888-09-04,14.7
3168,1889-09-04,4.1
3533,1890-09-04,8.3
3898,1891-09-04,12.2
4264,1892-09-04,13.9
4629,1893-09-04,6.7
4994,1894-09-04,9.0
5359,1895-09-04,8.8
5725,1896-09-04,9.9
6090,1897-09-04,13.0
6455,1898-09-04,4.0
6820,1899-09-04,10.0
7185,1900-09-04,5.0
7550,1901-09-04,2.6
7915,1902-09-04,6.8
8280,1903-09-04,10.4
8646,1904-09-04,10.3
9011,1905-09-04,5.8
9376,1906-09-04,2.8
9741,1907-09-04,9.1
10107,1908-09-04,10.8
10472,1909-09-04,7.2
10837,1910-09-04,9.6
11202,1911-09-04,11.1
11568,1912-09-04,13.8
11933,1913-09-04,11.9
12298,1914-09-04,4.5
12663,1915-09-04,10.2
13029,1916-09-04,5.6
13394,1917-09-04,14.7
13759,1918-09-04,7.7
14124,1919-09-04,9.0
14490,1920-09-04,11.8
14855,1921-09-04,8.6
15220,1922-09-04,5.9
15585,1923-09-04,10.4
15951,1924-09-04,12.5
16316,1925-09-04,7.4
16681,1926-09-04,5.4
17046,1927-09-04,12.8
17412,1928-09-04,8.7
17777,1929-09-04,8.7
18142,1930-09-04,7.7
18507,1931-09-04,14.3
18873,1932-09-04,13.7
19238,1933-09-04,9.1
19603,1934-09-04,15.6
19968,1935-09-04,12.7
20334,1936-09-04,12.5
20699,1937-09-04,12.2
21064,1938-09-04,16.1
21429,1939-09-04,5.8
21795,1940-09-04,7.5
22160,1941-09-04,7.5
22525,1942-09-04,14.0
22890,1943-09-04,5.6
23256,1944-09-04,11.1
23621,1945-09-04,8.9
23986,1946-09-04,12.2
24351,1947-09-04,3.7
24717,1948-09-04,8.1
25082,1949-09-04,14.4
25447,1950-09-04,11.6
25812,1951-09-04,16.0
26178,1952-09-04,8.8
26543,1953-09-04,12.6
26908,1954-09-04,14.6
27273,1955-09-04,15.3
27639,1956-09-04,3.9
28004,1957-09-04,11.5
28369,1958-09-04,13.1
28734,1959-09-04,6.7
29100,1960-09-04,9.3
29465,1961-09-04,5.6
29830,1962-09-04,4.5
30195,1963-09-04,16.7
30561,1964-09-04,8.8
30926,1965-09-04,11.4
31291,1966-09-04,10.3
31656,1967-09-04,12.0
32022,1968-09-04,13.8
32387,1969-09-04,8.4
32752,1970-09-04,13.8
33117,1971-09-04,10.4
33483,1972-09-04,6.0
33848,1973-09-04,9.4
34213,1974-09-04,15.7
34578,1975-09-04,13.5
34944,1976-09-04,6.3
35309,1977-09-04,18.0
35674,1978-09-04,11.6
36039,1979-09-04,10.3
36405,1980-09-04,11.7
36770,1981-09-04,8.7
37135,1982-09-04,7.7
37500,1983-09-04,12.6
37866,1984-09-04,9.7
38231,1985-09-04,12.4
38596,1986-09-04,8.6
38961,1987-09-04,8.3
39327,1988-09-04,15.0
39692,1989-09-04,12.1
40057,1990-09-04,8.2
40422,1991-09-04,12.4
40788,1992-09-04,12.7
41153,1993-09-04,8.0
41518,1994-09-04,10.2
41883,1995-09-04,15.4
42249,1996-09-04,12.7
42614,1997-09-04,6.3
42979,1998-09-04,7.5
43344,1999-09-04,16.7
43710,2000-09-04,14.8
44075,2001-09-04,8.3
44440,2002-09-04,12.4
44805,2003-09-04,5.1
45171,2004-09-04,11.5
45536,2005-09-04,12.4
45901,2006-09-04,14.2
46266,2007-09-04,11.3
46632,2008-09-04,12.9
46997,2009-09-04,16.4
47362,2010-09-04,6.5
47727,2011-09-04,11.7
48093,2012-09-04,12.7
48458,2013-09-04,9.7
48823,2014-09-04,
49167,2015-09-04,
49533,2016-09-04,
49898,2017-09-04,
50263,2018-09-04,
