,06-14
1881,7.1
1882,8.3
1883,13.5
1884,9.7
1885,2.7
1886,11.6
1887,9.4
1888,9.5
1889,12.6
1890,13.9
1891,6.9
1892,6.2
1893,10.4
1894,13.1
1895,11.9
1896,10.0
1897,10.4
1898,10.3
1899,9.5
1900,10.0
1901,10.5
1902,7.6
1903,7.5
1904,7.6
1905,13.0
1906,15.5
1907,11.7
1908,11.8
1909,6.9
1910,17.1
1911,7.5
1912,11.9
1913,6.7
1914,13.2
1915,8.6
1916,11.1
1917,11.6
1918,7.2
1919,7.7
1920,7.7
1921,12.9
1922,13.8
1923,5.0
1924,11.0
1925,5.8
1926,11.2
1927,6.8
1928,7.5
1929,11.0
1930,13.5
1931,9.3
1932,13.4
1933,8.9
1934,7.2
1935,11.1
1936,15.9
1937,6.6
1938,10.7
1939,13.9
1940,7.8
1941,9.5
1942,4.4
1943,13.9
1944,10.2
1945,12.5
1946,9.5
1947,10.8
1948,10.3
1949,9.1
1950,5.2
1951,7.3
1952,9.2
1953,11.1
1954,9.9
1955,7.7
1956,10.6
1957,10.2
1958,6.5
1959,13.9
1960,15.7
1961,17.9
1962,8.7
1963,7.0
1964,10.8
1965,5.7
1966,8.0
1967,8.4
1968,14.2
1969,9.7
1970,6.2
1971,9.5
1972,17.5
1973,10.4
1974,11.5
1975,12.1
1976,7.3
1977,17.3
1978,5.7
1979,15.1
1980,10.1
1981,8.4
1982,7.1
1983,13.0
1984,12.0
1985,9.2
1986,14.9
1987,9.8
1988,11.9
1989,6.9
1990,7.4
1991,12.7
1992,16.3
1993,10.6
1994,7.9
1995,17.6
1996,10.9
1997,17.8
1998,14.7
1999,14.6
2000,14.0
2001,9.7
2002,12.9
2003,7.7
2004,12.4
2005,14.4
2006,16.9
2007,14.0
2008,9.2
2009,14.3
2010,11.0
2011,11.0
2012,13.2
2013,16.5
2014,
2015,
2016,
2017,6.9
2018,
