,01-17
1881,-24.6
1882,-5.0
1883,-22.1
1884,-15.3
1885,-15.0
1886,-6.5
1887,-7.3
1888,-3.0
1889,-6.1
1890,-5.9
1891,-11.8
1892,-14.2
1893,-31.1
1894,-6.2
1895,-3.3
1896,-11.4
1897,-18.0
1898,-1.5
1899,-6.9
1900,-10.8
1901,-3.1
1902,-13.4
1903,-9.6
1904,-2.3
1905,-10.3
1906,-2.9
1907,-23.3
1908,0.7
1909,-2.5
1910,-4.4
1911,-7.8
1912,
1913,
1914,-20.1
1915,-2.6
1916,-20.4
1917,-25.5
1918,-18.6
1919,-3.6
1920,-11.1
1921,-3.0
1922,-17.7
1923,-10.7
1924,-6.1
1925,1.6
1926,-17.1
1927,-10.7
1928,-18.0
1929,-13.2
1930,-1.8
1931,-4.4
1932,0.9
1933,-15.8
1934,-5.5
1935,-14.6
1936,-8.7
1937,-10.1
1938,-9.0
1939,1.2
1940,-35.6
1941,-26.7
1942,-18.2
1943,-14.6
1944,-5.4
1945,-13.5
1946,-8.2
1947,0.9
1948,-17.6
1949,-5.3
1950,-24.6
1951,-4.9
1952,-4.2
1953,-5.1
1954,-2.7
1955,-7.1
1956,
1957,-6.4
1958,-3.5
1959,-16.8
1960,-15.6
1961,-14.9
1962,-5.7
1963,-24.2
1964,-13.7
1965,-4.3
1966,-22.5
1967,-10.4
1968,-27.3
1969,-7.9
1970,-17.7
1971,-4.3
1972,-23.0
1973,-10.8
1974,-6.3
1975,1.7
1976,-24.0
1977,-13.8
1978,-5.8
1979,-10.8
1980,-19.2
1981,-2.5
1982,-6.8
1983,-4.5
1984,-4.8
1985,-7.1
1986,-21.7
1987,-13.1
1988,-3.8
1989,-0.7
1990,-10.2
1991,-6.0
1992,-10.8
1993,0.0
1994,-4.2
1995,-2.0
1996,-3.2
1997,-6.5
1998,1.6
1999,-0.1
2000,-1.1
2001,-2.0
2002,-2.3
2003,-3.4
2004,-7.2
2005,-0.5
2006,-19.7
2007,1.4
2008,1.7
2009,-6.3
2010,-7.9
2011,-14.0
2012,-2.4
2013,-14.2
2014,
2015,
2016,
2017,
2018,-9.1
2019,
