,04-24
1881,-6.3
1882,-3.1
1883,-2.5
1884,-6.0
1885,2.4
1886,1.0
1887,0.0
1888,-5.6
1889,1.7
1890,6.2
1891,-2.7
1892,1.9
1893,-0.5
1894,1.5
1895,1.5
1896,1.4
1897,1.8
1898,-0.4
1899,-2.4
1900,-0.7
1901,0.6
1902,-3.4
1903,1.1
1904,6.6
1905,-0.9
1906,1.6
1907,3.6
1908,-1.2
1909,-2.8
1910,2.1
1911,4.6
1912,1.0
1913,6.7
1914,4.7
1915,3.9
1916,4.5
1917,1.2
1918,-0.4
1919,-1.0
1920,4.5
1921,8.6
1922,-0.6
1923,-4.2
1924,-3.5
1925,1.6
1926,1.0
1927,0.8
1928,-1.4
1929,-1.4
1930,2.7
1931,2.1
1932,2.5
1933,0.4
1934,6.4
1935,-0.4
1936,3.6
1937,9.5
1938,0.7
1939,3.7
1940,-0.8
1941,-2.7
1942,0.3
1943,6.2
1944,-0.5
1945,3.2
1946,0.1
1947,5.8
1948,-2.2
1949,-1.1
1950,8.8
1951,-0.4
1952,4.4
1953,1.4
1954,-3.3
1955,-1.5
1956,-0.8
1957,3.1
1958,-2.4
1959,-3.7
1960,1.1
1961,1.3
1962,4.3
1963,0.2
1964,-1.8
1965,5.7
1966,-3.4
1967,2.0
1968,0.2
1969,1.9
1970,2.2
1971,-4.0
1972,-1.3
1973,-0.6
1974,-1.9
1975,3.9
1976,3.6
1977,6.3
1978,-2.8
1979,1.0
1980,2.7
1981,-4.0
1982,2.0
1983,4.1
1984,0.9
1985,1.0
1986,7.2
1987,1.7
1988,-2.5
1989,3.4
1990,8.1
1991,-2.4
1992,-3.0
1993,1.4
1994,1.3
1995,6.3
1996,-0.1
1997,-2.0
1998,4.1
1999,5.2
2000,11.9
2001,11.1
2002,5.1
2003,0.4
2004,1.0
2005,-1.7
2006,-0.8
2007,3.4
2008,4.6
2009,0.3
2010,2.2
2011,1.6
2012,3.8
2013,4.0
2014,
2016,
2017,
2018,
