,09-29
1881,4.7
1882,8.1
1883,5.0
1884,10.2
1885,3.9
1886,5.8
1887,7.8
1888,-1.8
1889,4.8
1890,6.4
1891,8.1
1892,10.9
1893,2.6
1894,6.5
1895,10.4
1896,11.4
1897,6.5
1898,6.0
1899,10.8
1900,4.9
1901,13.1
1902,5.8
1903,7.3
1904,8.2
1905,4.3
1906,1.4
1907,2.0
1908,2.9
1909,2.2
1910,5.1
1911,7.6
1912,1.6
1913,9.6
1914,6.1
1915,8.1
1916,2.5
1917,8.0
1918,4.8
1919,6.9
1920,10.8
1921,5.0
1922,4.1
1923,7.7
1924,9.9
1925,8.6
1926,2.9
1927,5.8
1928,0.3
1929,5.9
1930,7.5
1931,3.3
1932,8.0
1933,3.9
1934,7.9
1935,0.4
1936,-0.2
1937,7.6
1938,10.5
1939,-0.6
1940,5.2
1941,2.9
1942,3.7
1943,5.1
1944,10.0
1945,2.5
1946,6.1
1947,8.7
1948,13.1
1949,6.1
1950,9.6
1951,9.7
1952,5.6
1953,3.7
1954,2.2
1955,7.1
1956,12.6
1957,3.1
1958,6.0
1959,1.3
1960,6.4
1961,5.8
1962,8.5
1963,8.0
1964,8.1
1965,10.9
1966,1.4
1967,4.5
1968,-0.9
1969,1.7
1970,0.5
1971,3.7
1972,4.6
1973,5.8
1974,10.4
1975,6.7
1976,-1.5
1977,4.9
1978,2.9
1979,5.8
1980,0.8
1981,13.3
1982,7.2
1983,3.4
1984,7.8
1985,6.5
1986,1.6
1987,7.7
1988,11.1
1989,6.8
1990,5.1
1991,5.6
1992,7.4
1993,2.1
1994,7.0
1995,7.4
1996,1.6
1997,3.2
1998,5.3
1999,10.1
2000,3.5
2001,2.5
2002,4.2
2003,9.8
2004,10.1
2005,11.7
2006,10.2
2007,9.5
2008,7.7
2009,5.4
2010,4.2
2011,6.5
2012,9.5
2013,4.0
2014,
2015,
2016,
2017,
2018,
