,09-11
1881,13.8
1882,4.9
1883,13.7
1884,13.4
1885,8.4
1886,10.3
1887,10.5
1888,4.6
1889,5.0
1890,12.1
1891,9.5
1892,4.8
1893,5.0
1894,4.1
1895,6.9
1896,3.1
1897,5.6
1898,8.5
1899,7.6
1900,5.5
1901,8.8
1902,8.0
1903,8.1
1904,8.8
1905,10.6
1906,6.4
1907,6.9
1908,9.8
1909,10.0
1910,12.1
1911,7.1
1912,8.0
1913,9.9
1914,10.6
1915,12.1
1916,9.3
1917,7.6
1918,8.4
1919,9.1
1920,7.4
1921,11.6
1922,11.2
1923,9.6
1924,10.9
1925,8.5
1926,4.9
1927,9.2
1928,8.0
1929,2.8
1930,6.6
1931,5.4
1932,15.4
1933,10.4
1934,12.8
1935,2.6
1936,2.0
1937,8.4
1938,13.7
1939,5.9
1940,8.5
1941,6.0
1942,9.2
1943,7.6
1944,9.1
1945,5.0
1946,12.0
1947,10.3
1948,5.7
1949,11.7
1950,8.2
1951,3.4
1952,10.1
1953,7.2
1954,14.4
1955,16.1
1956,4.8
1957,11.5
1958,2.8
1959,9.9
1960,4.3
1961,4.3
1962,11.1
1963,9.0
1964,5.7
1965,11.9
1966,4.1
1967,13.8
1968,7.5
1969,12.1
1970,8.8
1971,9.6
1972,13.9
1973,4.2
1974,12.2
1975,11.0
1976,12.5
1977,6.4
1978,10.6
1979,11.1
1980,11.5
1981,9.0
1982,5.1
1983,8.2
1984,13.0
1985,8.4
1986,8.6
1987,10.0
1988,12.5
1989,7.6
1990,6.4
1991,11.5
1992,13.0
1993,2.2
1994,9.3
1995,10.4
1996,7.8
1997,9.0
1998,13.6
1999,9.9
2000,10.3
2001,9.5
2002,8.9
2003,9.3
2004,12.2
2005,8.0
2006,11.8
2007,5.5
2008,5.2
2009,9.1
2010,13.1
2011,10.8
2012,9.8
2013,8.2
2014,
2015,
2016,13.9
2017,
2018,
