,05-28
1881,1.8
1882,11.5
1883,9.5
1884,2.5
1885,7.0
1886,9.0
1887,7.5
1888,0.6
1889,16.3
1890,7.4
1891,13.1
1892,7.0
1893,7.6
1894,4.1
1895,1.3
1896,9.6
1897,12.2
1898,9.8
1899,12.1
1900,7.8
1901,3.0
1902,8.0
1903,9.4
1904,7.1
1905,8.2
1906,6.2
1907,1.4
1908,9.1
1909,2.3
1910,4.4
1911,10.6
1912,12.6
1913,6.6
1914,6.5
1915,6.2
1916,3.2
1917,9.9
1918,-0.1
1919,13.3
1920,7.2
1921,11.9
1922,9.0
1923,6.5
1924,7.6
1925,6.9
1926,7.7
1927,5.8
1928,11.2
1929,14.1
1930,16.8
1931,11.1
1932,4.8
1933,5.2
1934,6.0
1935,6.7
1936,14.0
1937,9.8
1938,8.7
1939,10.5
1940,7.0
1941,6.1
1942,7.1
1943,9.6
1944,5.9
1945,5.6
1946,9.0
1947,8.8
1948,11.4
1949,11.4
1950,4.4
1951,3.3
1952,4.7
1953,6.0
1954,6.1
1955,2.5
1956,4.2
1957,2.7
1958,11.2
1959,2.8
1960,13.0
1961,12.2
1962,11.9
1963,7.1
1964,11.2
1965,7.1
1966,12.9
1967,7.4
1968,5.5
1969,5.3
1970,7.2
1971,14.6
1972,9.2
1973,9.4
1974,5.9
1975,5.1
1976,0.1
1977,9.3
1978,10.7
1979,12.9
1980,6.5
1981,11.4
1982,10.6
1983,15.4
1984,16.0
1985,10.4
1986,7.1
1987,1.0
1988,12.7
1989,8.4
1990,5.0
1991,6.9
1992,9.0
1993,4.9
1994,3.8
1995,10.1
1996,8.4
1997,5.4
1998,4.7
1999,9.8
2000,8.7
2001,8.0
2002,5.2
2003,10.0
2004,7.6
2005,10.6
2006,8.1
2007,17.6
2008,7.6
2009,11.7
2010,9.8
2011,11.4
2012,9.7
2013,14.1
2014,6.2
2015,
2016,11.2
2017,
2018,
