,05-15
1881,4.4
1882,3.7
1883,5.9
1884,-1.9
1885,1.5
1886,8.5
1887,6.3
1888,5.0
1889,5.8
1890,7.9
1891,2.6
1892,0.6
1893,3.1
1894,10.0
1895,1.8
1896,-0.9
1897,12.9
1898,6.1
1899,5.5
1900,0.3
1901,6.9
1902,3.8
1903,3.9
1904,7.6
1905,7.1
1906,2.8
1907,-0.6
1908,1.3
1909,0.4
1910,10.4
1911,6.3
1912,4.5
1913,1.0
1914,7.9
1915,8.0
1916,2.0
1917,9.5
1918,3.4
1919,1.2
1920,11.4
1921,8.1
1922,5.5
1923,6.7
1924,8.3
1925,8.6
1926,6.8
1927,5.2
1928,6.2
1929,7.8
1930,8.4
1931,7.4
1932,8.6
1933,5.6
1934,6.9
1935,1.0
1936,2.5
1937,7.9
1938,5.6
1939,3.8
1940,6.3
1941,0.8
1942,-0.1
1943,9.0
1944,14.2
1945,3.6
1946,6.0
1947,8.6
1948,6.5
1949,10.4
1950,3.5
1951,3.5
1952,3.3
1953,5.9
1954,-0.2
1955,5.7
1956,5.0
1957,8.3
1958,3.4
1959,10.8
1960,2.6
1961,5.8
1962,5.3
1963,6.2
1964,8.3
1965,0.1
1966,12.1
1967,8.8
1968,7.7
1969,3.6
1970,1.8
1971,3.9
1972,2.0
1973,5.5
1974,6.4
1975,13.0
1976,8.7
1977,15.9
1978,9.5
1979,9.0
1980,3.0
1981,7.0
1982,3.8
1983,9.1
1984,8.6
1985,7.1
1986,9.6
1987,10.9
1988,5.4
1989,7.9
1990,10.1
1991,8.8
1992,4.5
1993,12.5
1994,7.3
1995,4.9
1996,1.8
1997,8.5
1998,5.3
1999,0.7
2000,4.0
2001,8.0
2002,11.5
2003,7.9
2004,4.6
2005,6.1
2006,7.2
2007,11.1
2008,0.5
2009,1.9
2010,15.4
2011,7.2
2012,8.8
2013,9.0
2014,
2015,
2016,
2017,
2018,
