,05-25
1881,5.9
1882,14.7
1883,7.3
1884,5.6
1885,9.0
1886,7.2
1887,13.1
1888,7.1
1889,10.7
1890,6.6
1891,9.9
1892,8.5
1893,11.4
1894,3.5
1895,12.5
1896,7.5
1897,4.7
1898,7.7
1899,5.0
1900,12.6
1901,5.2
1902,6.2
1903,12.6
1904,1.9
1905,7.2
1906,11.0
1907,4.4
1908,6.6
1909,3.0
1910,1.3
1911,7.3
1912,15.1
1913,9.1
1914,10.2
1915,8.2
1916,2.4
1917,7.7
1918,5.7
1919,7.3
1920,10.1
1921,8.5
1922,13.8
1923,3.7
1924,7.4
1925,1.0
1926,8.1
1927,9.1
1928,8.6
1929,8.5
1930,11.5
1931,9.4
1932,7.8
1933,10.0
1934,6.7
1935,5.1
1936,1.1
1937,4.5
1938,7.5
1939,5.2
1940,1.4
1941,4.6
1942,8.7
1943,8.4
1944,2.5
1945,-0.2
1946,6.5
1947,9.5
1948,6.5
1949,10.8
1950,2.2
1951,-1.8
1952,4.0
1953,2.8
1954,13.4
1955,4.7
1956,5.8
1957,3.7
1958,8.3
1959,1.3
1960,10.1
1961,9.4
1962,7.5
1963,12.8
1964,7.4
1965,4.9
1966,9.4
1967,12.4
1968,2.0
1969,1.6
1970,0.3
1971,2.2
1972,6.8
1973,9.0
1974,4.7
1975,8.0
1976,10.6
1977,5.1
1978,9.2
1979,17.4
1980,6.5
1981,14.0
1982,10.5
1983,13.3
1984,13.8
1985,2.5
1986,10.9
1987,1.7
1988,12.1
1989,10.0
1990,9.5
1991,7.7
1992,9.9
1993,7.4
1994,5.4
1995,10.9
1996,5.4
1997,4.7
1998,5.4
1999,11.0
2000,8.4
2001,3.6
2002,2.3
2003,9.8
2004,5.9
2005,13.7
2006,8.4
2007,10.8
2008,6.3
2009,10.1
2010,9.2
2011,9.9
2012,5.7
2013,9.6
2014,
2015,
2016,
2017,
2018,
