,05-27
1881,-1.5
1882,13.6
1883,8.9
1884,2.7
1885,6.3
1886,11.1
1887,13.0
1888,1.3
1889,14.4
1890,4.5
1891,16.1
1892,9.0
1893,11.9
1894,3.8
1895,1.6
1896,12.3
1897,10.5
1898,10.4
1899,8.8
1900,13.0
1901,6.6
1902,5.6
1903,12.4
1904,6.1
1905,6.3
1906,6.1
1907,5.5
1908,10.2
1909,3.1
1910,3.5
1911,11.1
1912,11.6
1913,8.5
1914,13.7
1915,7.2
1916,2.3
1917,2.9
1918,2.8
1919,10.5
1920,7.4
1921,10.6
1922,6.7
1923,10.0
1924,9.9
1925,6.3
1926,7.0
1927,7.6
1928,6.0
1929,11.8
1930,15.7
1931,11.6
1932,5.4
1933,8.9
1934,4.6
1935,5.8
1936,11.1
1937,10.7
1938,11.3
1939,11.9
1940,2.1
1941,10.4
1942,8.6
1943,8.5
1944,5.5
1945,4.7
1946,8.9
1947,7.1
1948,9.3
1949,9.7
1950,8.3
1951,-0.5
1952,6.5
1953,6.8
1954,12.4
1955,2.3
1956,7.9
1957,2.1
1958,16.0
1959,4.3
1960,11.4
1961,8.4
1962,9.2
1963,8.9
1964,9.0
1965,8.3
1966,9.6
1967,9.1
1968,1.8
1969,7.5
1970,5.9
1971,9.2
1972,9.1
1973,6.0
1974,5.8
1975,4.5
1976,1.6
1977,0.2
1978,10.2
1979,10.4
1980,5.6
1981,12.3
1982,9.5
1983,11.8
1984,14.1
1985,11.1
1986,9.0
1987,1.8
1988,7.4
1989,14.0
1990,5.0
1991,8.1
1992,11.3
1993,3.0
1994,8.2
1995,13.9
1996,8.9
1997,7.3
1998,6.9
1999,9.4
2000,10.3
2001,4.1
2002,6.3
2003,14.1
2004,9.1
2005,12.2
2006,7.0
2007,16.0
2008,8.7
2009,11.0
2010,8.6
2011,6.6
2012,10.2
2013,14.2
2014,
2015,
2016,12.0
2017,6.0
2018,
