,DATE,TMIN
282,1881-10-10,4.1
647,1882-10-10,-1.5
1012,1883-10-10,4.5
1378,1884-10-10,7.1
1743,1885-10-10,4.0
2108,1886-10-10,3.5
2473,1887-10-10,-2.1
2839,1888-10-10,2.6
3204,1889-10-10,5.4
3569,1890-10-10,0.3
3934,1891-10-10,2.7
4300,1892-10-10,8.4
4665,1893-10-10,8.2
5030,1894-10-10,4.1
5395,1895-10-10,5.2
5761,1896-10-10,12.4
6126,1897-10-10,4.7
6491,1898-10-10,-1.8
6856,1899-10-10,-1.1
7221,1900-10-10,3.5
7586,1901-10-10,2.6
7951,1902-10-10,-3.1
8316,1903-10-10,-2.0
8682,1904-10-10,0.6
9047,1905-10-10,2.0
9412,1906-10-10,6.5
9777,1907-10-10,2.8
10143,1908-10-10,0.6
10508,1909-10-10,4.3
10873,1910-10-10,3.1
11238,1911-10-10,-0.4
11604,1912-10-10,-0.3
11969,1913-10-10,-0.9
12334,1914-10-10,0.1
12699,1915-10-10,2.3
13065,1916-10-10,-1.7
13430,1917-10-10,2.5
13795,1918-10-10,6.5
14160,1919-10-10,2.6
14526,1920-10-10,2.3
14891,1921-10-10,1.8
15256,1922-10-10,4.1
15621,1923-10-10,7.6
15987,1924-10-10,3.1
16352,1925-10-10,1.9
16717,1926-10-10,7.1
17082,1927-10-10,4.9
17448,1928-10-10,11.2
17813,1929-10-10,12.3
18178,1930-10-10,2.2
18543,1931-10-10,5.9
18909,1932-10-10,-0.6
19274,1933-10-10,-0.4
19639,1934-10-10,8.0
20004,1935-10-10,8.7
20370,1936-10-10,-2.1
20735,1937-10-10,4.8
21100,1938-10-10,6.1
21465,1939-10-10,1.7
21831,1940-10-10,3.1
22196,1941-10-10,-2.3
22561,1942-10-10,9.0
22926,1943-10-10,4.4
23292,1944-10-10,1.9
23657,1945-10-10,3.4
24022,1946-10-10,5.1
24387,1947-10-10,-5.0
24753,1948-10-10,1.7
25118,1949-10-10,-4.4
25483,1950-10-10,6.4
25848,1951-10-10,5.2
26214,1952-10-10,4.2
26579,1953-10-10,7.6
26944,1954-10-10,2.9
27309,1955-10-10,10.6
27675,1956-10-10,-0.2
28040,1957-10-10,-1.5
28405,1958-10-10,9.0
28770,1959-10-10,1.1
29136,1960-10-10,4.6
29501,1961-10-10,7.2
29866,1962-10-10,7.5
30231,1963-10-10,6.0
30597,1964-10-10,7.4
30962,1965-10-10,-2.1
31327,1966-10-10,2.0
31692,1967-10-10,9.0
32058,1968-10-10,0.3
32423,1969-10-10,7.6
32788,1970-10-10,7.8
33153,1971-10-10,3.3
33519,1972-10-10,7.8
33884,1973-10-10,2.1
34249,1974-10-10,7.5
34614,1975-10-10,-0.4
34980,1976-10-10,2.7
35345,1977-10-10,0.7
35710,1978-10-10,1.8
36075,1979-10-10,8.6
36441,1980-10-10,8.5
36806,1981-10-10,7.8
37171,1982-10-10,1.4
37536,1983-10-10,2.4
37902,1984-10-10,7.3
38267,1985-10-10,11.8
38632,1986-10-10,-2.4
38997,1987-10-10,8.4
39363,1988-10-10,9.0
39728,1989-10-10,3.2
40093,1990-10-10,7.8
40458,1991-10-10,6.9
40824,1992-10-10,0.5
41189,1993-10-10,6.7
41554,1994-10-10,7.7
41919,1995-10-10,10.1
42285,1996-10-10,9.0
42650,1997-10-10,6.6
43015,1998-10-10,5.4
43380,1999-10-10,5.7
43746,2000-10-10,3.8
44111,2001-10-10,10.3
44476,2002-10-10,0.7
44841,2003-10-10,5.9
45207,2004-10-10,-0.2
45572,2005-10-10,7.7
45937,2006-10-10,10.1
46302,2007-10-10,3.9
46668,2008-10-10,6.6
47033,2009-10-10,1.4
47398,2010-10-10,5.3
47763,2011-10-10,5.4
48129,2012-10-10,6.2
48494,2013-10-10,9.8
48859,2014-10-10,
49203,2015-10-10,
49569,2016-10-10,
49934,2017-10-10,
50298,2018-10-10,
