,01-15
1881,-25.7
1882,-2.2
1883,-23.1
1884,-19.3
1885,-7.2
1886,-13.1
1887,-2.4
1888,-10.4
1889,-15.2
1890,-8.5
1891,-6.2
1892,-7.6
1893,-32.8
1894,-10.4
1895,-11.6
1896,-5.5
1897,-8.1
1898,-0.4
1899,-4.8
1900,-15.7
1901,-6.4
1902,-25.1
1903,-18.7
1904,-8.7
1905,-18.2
1906,-5.4
1907,-23.5
1908,-9.6
1909,-6.8
1910,-3.3
1911,-17.8
1912,
1913,
1914,-16.7
1915,-11.3
1916,-23.1
1917,-12.3
1918,-26.5
1919,-9.8
1920,-11.7
1921,-9.0
1922,-18.5
1923,-4.5
1924,-4.8
1925,0.7
1926,-14.1
1927,-23.1
1928,-8.4
1929,-19.8
1930,-1.2
1931,-6.0
1932,-2.0
1933,-10.0
1934,-13.3
1935,-7.1
1936,-6.1
1937,-12.8
1938,-12.0
1939,-3.8
1940,-32.3
1941,-18.6
1942,-23.8
1943,-19.0
1944,-9.5
1945,-7.3
1946,-12.2
1947,-14.1
1948,-11.8
1949,0.5
1950,-13.5
1951,0.0
1952,-9.0
1953,0.4
1954,-10.4
1955,-8.0
1956,
1957,-8.4
1958,-3.6
1959,-11.8
1960,-23.9
1961,-1.4
1962,-1.1
1963,-17.1
1964,-15.0
1965,-4.2
1966,-27.4
1967,-16.8
1968,-29.1
1969,-6.6
1970,-14.0
1971,-1.4
1972,-24.0
1973,-8.2
1974,-10.3
1975,2.7
1976,-28.6
1977,-9.1
1978,-14.1
1979,-6.6
1980,-1.2
1981,-5.6
1982,-1.4
1983,-0.9
1984,-3.6
1985,-13.1
1986,-7.5
1987,-16.9
1988,-2.2
1989,0.6
1990,-22.9
1991,-12.5
1992,-12.3
1993,-0.3
1994,2.8
1995,-8.2
1996,-3.6
1997,-4.9
1998,-2.3
1999,-4.9
2000,-3.1
2001,-0.8
2002,1.3
2003,-11.1
2004,-2.0
2005,-4.9
2006,-1.0
2007,-1.8
2008,0.5
2009,-1.2
2010,-9.3
2011,-17.4
2012,-2.2
2013,-6.0
2014,
2015,
2016,
2017,
2018,
2019,
