,04-25
1881,-0.9
1882,3.3
1883,-2.3
1884,-4.2
1885,1.4
1886,3.7
1887,1.6
1888,-2.7
1889,-1.6
1890,5.3
1891,-4.6
1892,1.0
1893,-4.1
1894,6.1
1895,0.2
1896,0.7
1897,0.3
1898,-1.4
1899,-5.6
1900,1.4
1901,-1.4
1902,-5.2
1903,6.5
1904,2.9
1905,1.4
1906,0.6
1907,4.2
1908,1.5
1909,-2.2
1910,1.1
1911,2.6
1912,-0.8
1913,9.8
1914,1.7
1915,2.0
1916,4.2
1917,1.1
1918,0.5
1919,0.0
1920,2.8
1921,9.6
1922,3.8
1923,-4.7
1924,-6.8
1925,5.7
1926,0.7
1927,1.0
1928,-0.7
1929,-0.9
1930,3.6
1931,3.1
1932,4.3
1933,1.0
1934,5.5
1935,-1.4
1936,7.8
1937,6.7
1938,3.1
1939,2.3
1940,-1.9
1941,-2.5
1942,-2.7
1943,6.4
1944,0.5
1945,0.6
1946,2.1
1947,5.6
1948,-4.6
1949,3.4
1950,10.2
1951,5.0
1952,5.6
1953,4.6
1954,-2.0
1955,-1.7
1956,-2.6
1957,3.2
1958,-2.2
1959,1.2
1960,0.6
1961,6.1
1962,0.6
1963,0.0
1964,-2.1
1965,4.1
1966,1.4
1967,1.9
1968,3.1
1969,3.7
1970,3.1
1971,-2.9
1972,-6.4
1973,0.4
1974,-2.1
1975,4.9
1976,0.2
1977,4.9
1978,-4.9
1979,4.7
1980,8.7
1981,-2.2
1982,1.7
1983,7.4
1984,2.8
1985,-0.4
1986,6.7
1987,1.5
1988,-2.5
1989,3.0
1990,8.9
1991,-0.4
1992,-1.0
1993,7.2
1994,5.8
1995,3.9
1996,-2.8
1997,0.6
1998,1.2
1999,4.4
2000,14.6
2001,13.1
2002,1.7
2003,-3.5
2004,0.2
2005,-0.6
2006,4.1
2007,5.7
2008,4.0
2009,4.9
2010,1.4
2011,3.9
2012,4.1
2013,2.8
2014,
2016,
2017,
2018,
