,DATE,TMIN
276,1881-10-04,1.8
641,1882-10-04,6.8
1006,1883-10-04,5.6
1372,1884-10-04,5.8
1737,1885-10-04,4.5
2102,1886-10-04,4.5
2467,1887-10-04,0.9
2833,1888-10-04,6.1
3198,1889-10-04,8.4
3563,1890-10-04,3.2
3928,1891-10-04,4.7
4294,1892-10-04,5.4
4659,1893-10-04,9.6
5024,1894-10-04,5.9
5389,1895-10-04,9.9
5755,1896-10-04,8.0
6120,1897-10-04,0.0
6485,1898-10-04,4.2
6850,1899-10-04,8.6
7215,1900-10-04,10.5
7580,1901-10-04,6.3
7945,1902-10-04,0.1
8310,1903-10-04,1.1
8676,1904-10-04,7.1
9041,1905-10-04,3.6
9406,1906-10-04,1.5
9771,1907-10-04,1.6
10137,1908-10-04,3.6
10502,1909-10-04,5.7
10867,1910-10-04,-1.7
11232,1911-10-04,8.6
11598,1912-10-04,-1.8
11963,1913-10-04,4.2
12328,1914-10-04,2.1
12693,1915-10-04,5.7
13059,1916-10-04,-3.0
13424,1917-10-04,11.5
13789,1918-10-04,3.5
14154,1919-10-04,8.1
14520,1920-10-04,1.1
14885,1921-10-04,1.8
15250,1922-10-04,4.3
15615,1923-10-04,6.1
15981,1924-10-04,5.9
16346,1925-10-04,2.3
16711,1926-10-04,1.9
17076,1927-10-04,6.7
17442,1928-10-04,3.7
17807,1929-10-04,7.9
18172,1930-10-04,3.0
18537,1931-10-04,5.3
18903,1932-10-04,2.3
19268,1933-10-04,2.4
19633,1934-10-04,4.3
19998,1935-10-04,8.1
20364,1936-10-04,3.0
20729,1937-10-04,3.9
21094,1938-10-04,9.3
21459,1939-10-04,-2.6
21825,1940-10-04,1.8
22190,1941-10-04,6.7
22555,1942-10-04,6.2
22920,1943-10-04,6.6
23286,1944-10-04,5.3
23651,1945-10-04,4.9
24016,1946-10-04,-2.1
24381,1947-10-04,4.8
24747,1948-10-04,0.9
25112,1949-10-04,2.8
25477,1950-10-04,8.2
25842,1951-10-04,3.5
26208,1952-10-04,0.4
26573,1953-10-04,8.4
26938,1954-10-04,1.9
27303,1955-10-04,8.5
27669,1956-10-04,3.1
28034,1957-10-04,5.0
28399,1958-10-04,3.0
28764,1959-10-04,-3.3
29130,1960-10-04,7.2
29495,1961-10-04,10.3
29860,1962-10-04,11.4
30225,1963-10-04,8.7
30591,1964-10-04,2.3
30956,1965-10-04,3.4
31321,1966-10-04,13.9
31686,1967-10-04,7.5
32052,1968-10-04,6.7
32417,1969-10-04,3.0
32782,1970-10-04,2.1
33147,1971-10-04,1.6
33513,1972-10-04,4.7
33878,1973-10-04,7.2
34243,1974-10-04,10.0
34608,1975-10-04,6.1
34974,1976-10-04,0.4
35339,1977-10-04,3.1
35704,1978-10-04,1.7
36069,1979-10-04,4.2
36435,1980-10-04,6.9
36800,1981-10-04,13.1
37165,1982-10-04,8.3
37530,1983-10-04,0.9
37896,1984-10-04,10.1
38261,1985-10-04,11.2
38626,1986-10-04,3.4
38991,1987-10-04,7.9
39357,1988-10-04,8.4
39722,1989-10-04,0.0
40087,1990-10-04,0.8
40452,1991-10-04,5.3
40818,1992-10-04,3.0
41183,1993-10-04,4.9
41548,1994-10-04,5.2
41913,1995-10-04,10.1
42279,1996-10-04,6.9
42644,1997-10-04,-0.5
43009,1998-10-04,2.9
43374,1999-10-04,12.5
43740,2000-10-04,12.1
44105,2001-10-04,11.0
44470,2002-10-04,-0.7
44835,2003-10-04,7.3
45201,2004-10-04,6.9
45566,2005-10-04,11.4
45931,2006-10-04,10.0
46296,2007-10-04,11.8
46662,2008-10-04,8.5
47027,2009-10-04,4.4
47392,2010-10-04,6.4
47757,2011-10-04,8.5
48123,2012-10-04,9.8
48488,2013-10-04,4.7
48853,2014-10-04,
49197,2015-10-04,
49563,2016-10-04,
49928,2017-10-04,6.6
50292,2018-10-04,
