,06-10
1881,17.8
1882,10.2
1883,10.7
1884,10.6
1885,10.5
1886,4.3
1887,10.8
1888,6.0
1889,6.8
1890,11.7
1891,7.9
1892,8.1
1893,10.5
1894,10.3
1895,12.7
1896,14.3
1897,6.6
1898,14.1
1899,1.9
1900,8.0
1901,15.8
1902,9.6
1903,11.6
1904,7.8
1905,5.2
1906,11.3
1907,13.5
1908,4.5
1909,10.2
1910,8.8
1911,5.0
1912,12.6
1913,10.3
1914,7.3
1915,8.1
1916,11.5
1917,10.5
1918,8.3
1919,13.9
1920,9.8
1921,8.6
1922,11.6
1923,8.4
1924,11.3
1925,9.0
1926,5.6
1927,8.5
1928,11.0
1929,9.4
1930,10.8
1931,8.2
1932,8.1
1933,13.6
1934,9.4
1935,9.1
1936,15.4
1937,16.7
1938,15.1
1939,9.1
1940,6.1
1941,1.0
1942,8.1
1943,11.2
1944,10.8
1945,11.7
1946,10.1
1947,7.9
1948,15.1
1949,12.4
1950,9.8
1951,6.4
1952,9.5
1953,7.8
1954,10.3
1955,5.8
1956,17.2
1957,12.6
1958,13.6
1959,18.2
1960,12.4
1961,16.6
1962,5.0
1963,8.6
1964,11.6
1965,12.9
1966,9.9
1967,7.6
1968,10.1
1969,8.5
1970,12.4
1971,6.8
1972,7.9
1973,17.1
1974,10.0
1975,14.3
1976,4.9
1977,12.7
1978,12.4
1979,9.5
1980,16.3
1981,15.9
1982,0.7
1983,12.4
1984,4.9
1985,9.5
1986,11.6
1987,9.9
1988,14.4
1989,11.2
1990,10.0
1991,10.8
1992,8.9
1993,5.1
1994,11.2
1995,14.2
1996,11.3
1997,15.7
1998,12.5
1999,14.6
2000,9.2
2001,9.6
2002,11.4
2003,11.1
2004,5.8
2005,10.3
2006,11.5
2007,14.1
2008,5.3
2009,10.0
2010,11.5
2011,20.0
2012,11.3
2013,13.9
2014,
2015,
2016,
2017,
2018,
