,07-26
1881,14.3
1882,19.5
1883,20.0
1884,16.0
1885,13.5
1886,18.9
1887,13.8
1888,12.8
1889,12.8
1890,11.5
1891,15.3
1892,12.5
1893,12.0
1894,12.2
1895,15.5
1896,11.8
1897,10.3
1898,11.2
1899,14.7
1900,13.4
1901,16.4
1902,12.7
1903,10.1
1904,13.5
1905,14.4
1906,17.5
1907,12.7
1908,14.2
1909,11.7
1910,12.4
1911,12.6
1912,12.1
1913,13.6
1914,16.2
1915,20.9
1916,15.3
1917,11.0
1918,14.7
1919,13.3
1920,11.6
1921,12.5
1922,15.8
1923,11.7
1924,15.1
1925,19.3
1926,13.6
1927,13.8
1928,11.2
1929,11.7
1930,15.3
1931,15.5
1932,18.7
1933,14.5
1934,18.1
1935,15.2
1936,20.5
1937,17.1
1938,21.7
1939,15.1
1940,14.2
1941,13.9
1942,14.0
1943,11.7
1944,8.7
1945,11.7
1946,16.4
1947,13.5
1948,11.5
1949,11.5
1950,14.7
1951,9.0
1952,11.4
1953,16.0
1954,12.5
1955,12.4
1956,10.6
1957,17.6
1958,12.5
1959,16.5
1960,19.6
1961,13.7
1962,11.8
1963,17.4
1964,16.5
1965,13.1
1966,15.3
1967,14.7
1968,11.7
1969,13.4
1970,14.8
1971,14.0
1972,20.9
1973,16.3
1974,14.9
1975,17.7
1976,18.8
1977,14.3
1978,12.4
1979,14.1
1980,16.3
1981,16.5
1982,11.3
1983,17.1
1984,13.3
1985,9.5
1986,18.2
1987,14.7
1988,18.4
1989,17.9
1990,12.4
1991,12.9
1992,12.8
1993,14.6
1994,14.9
1995,13.6
1996,15.4
1997,16.8
1998,15.4
1999,15.0
2000,14.1
2001,19.6
2002,16.5
2003,17.3
2004,18.2
2005,16.1
2006,17.4
2007,17.0
2008,16.3
2009,15.9
2010,23.7
2011,20.5
2012,17.1
2013,14.0
2014,
2015,
2016,
2017,
2018,
