,DATE,TMIN
120,1881-05-01,-3.2
485,1882-05-01,6.8
850,1883-05-01,-1.4
1216,1884-05-01,0.4
1581,1885-05-01,-3.0
1946,1886-05-01,-3.6
2311,1887-05-01,4.5
2677,1888-05-01,2.5
3042,1889-05-01,2.6
3407,1890-05-01,8.2
3772,1891-05-01,2.5
4138,1892-05-01,2.6
4503,1893-05-01,0.2
4868,1894-05-01,6.3
5233,1895-05-01,2.1
5599,1896-05-01,5.2
5964,1897-05-01,9.6
6329,1898-05-01,-0.4
6694,1899-05-01,7.0
7059,1900-05-01,-2.7
7424,1901-05-01,1.1
7789,1902-05-01,-5.2
8154,1903-05-01,10.8
8520,1904-05-01,2.2
8885,1905-05-01,9.7
9250,1906-05-01,11.4
9615,1907-05-01,0.9
9981,1908-05-01,0.0
10346,1909-05-01,1.1
10711,1910-05-01,4.1
11076,1911-05-01,4.2
11442,1912-05-01,-1.6
11807,1913-05-01,1.0
12172,1914-05-01,0.9
12537,1915-05-01,0.9
12903,1916-05-01,3.6
13268,1917-05-01,-3.1
13633,1918-05-01,-2.5
13998,1919-05-01,3.6
14364,1920-05-01,4.3
14729,1921-05-01,5.5
15094,1922-05-01,2.8
15459,1923-05-01,-0.8
15825,1924-05-01,0.4
16190,1925-05-01,5.9
16555,1926-05-01,3.2
16920,1927-05-01,1.2
17286,1928-05-01,1.9
17651,1929-05-01,0.0
18016,1930-05-01,4.6
18381,1931-05-01,8.8
18747,1932-05-01,3.1
19112,1933-05-01,3.4
19477,1934-05-01,9.5
19842,1935-05-01,-3.7
20208,1936-05-01,9.8
20573,1937-05-01,1.3
20938,1938-05-01,3.7
21303,1939-05-01,0.7
21669,1940-05-01,0.4
22034,1941-05-01,-1.7
22399,1942-05-01,-0.9
22764,1943-05-01,0.0
23130,1944-05-01,-0.6
23495,1945-05-01,6.1
23860,1946-05-01,3.7
24225,1947-05-01,0.4
24591,1948-05-01,4.0
24956,1949-05-01,4.8
25321,1950-05-01,3.5
25686,1951-05-01,4.9
26052,1952-05-01,5.5
26417,1953-05-01,3.5
26782,1954-05-01,1.5
27147,1955-05-01,-1.9
27513,1956-05-01,-0.5
27878,1957-05-01,1.9
28243,1958-05-01,1.1
28608,1959-05-01,7.2
28974,1960-05-01,7.1
29339,1961-05-01,-3.1
29704,1962-05-01,1.4
30069,1963-05-01,6.8
30435,1964-05-01,7.0
30800,1965-05-01,-0.6
31165,1966-05-01,0.6
31530,1967-05-01,-1.1
31896,1968-05-01,7.0
32261,1969-05-01,1.3
32626,1970-05-01,2.4
32991,1971-05-01,-0.9
33357,1972-05-01,7.5
33722,1973-05-01,4.3
34087,1974-05-01,2.3
34452,1975-05-01,10.1
34818,1976-05-01,-0.1
35183,1977-05-01,7.9
35548,1978-05-01,-2.5
35913,1979-05-01,2.9
36279,1980-05-01,1.4
36644,1981-05-01,-0.6
37009,1982-05-01,6.2
37374,1983-05-01,6.5
37740,1984-05-01,4.9
38105,1985-05-01,3.7
38470,1986-05-01,2.0
38835,1987-05-01,12.5
39201,1988-05-01,6.0
39566,1989-05-01,3.1
39931,1990-05-01,8.6
40296,1991-05-01,4.4
40662,1992-05-01,5.3
41027,1993-05-01,5.8
41392,1994-05-01,4.3
41757,1995-05-01,-1.9
42123,1996-05-01,2.1
42488,1997-05-01,3.3
42853,1998-05-01,8.4
43218,1999-05-01,3.9
43584,2000-05-01,-0.3
43949,2001-05-01,6.1
44314,2002-05-01,8.2
44679,2003-05-01,4.5
45045,2004-05-01,2.0
45410,2005-05-01,2.5
45775,2006-05-01,3.3
46140,2007-05-01,-1.3
46506,2008-05-01,9.3
46871,2009-05-01,1.8
47236,2010-05-01,9.0
47601,2011-05-01,1.2
47967,2012-05-01,6.3
48332,2013-05-01,4.7
48697,2014-05-01,
49041,2015-05-01,
49407,2016-05-01,
49772,2017-05-01,
50137,2018-05-01,
