,08-30
1881,11.1
1882,11.3
1883,9.8
1884,3.7
1885,7.1
1886,8.9
1887,12.5
1888,12.6
1889,10.5
1890,10.7
1891,10.2
1892,11.0
1893,2.6
1894,9.9
1895,9.0
1896,10.0
1897,14.1
1898,10.0
1899,6.1
1900,6.0
1901,12.3
1902,8.7
1903,10.1
1904,9.5
1905,6.2
1906,4.2
1907,5.5
1908,12.2
1909,11.8
1910,9.7
1911,13.6
1912,7.6
1913,12.7
1914,9.0
1915,13.6
1916,12.5
1917,14.6
1918,8.6
1919,13.9
1920,13.1
1921,10.7
1922,14.3
1923,9.1
1924,9.7
1925,13.4
1926,9.4
1927,12.9
1928,13.1
1929,12.7
1930,15.4
1931,10.3
1932,7.3
1933,12.9
1934,13.0
1935,11.5
1936,4.7
1937,11.7
1938,16.2
1939,15.5
1940,8.5
1941,9.1
1942,9.1
1943,11.6
1944,14.8
1945,8.9
1946,14.1
1947,9.5
1948,6.6
1949,11.7
1950,12.2
1951,15.0
1952,9.0
1953,10.9
1954,12.3
1955,8.4
1956,10.8
1957,11.2
1958,10.8
1959,7.4
1960,8.3
1961,5.9
1962,10.7
1963,16.5
1964,12.5
1965,13.3
1966,3.1
1967,10.4
1968,17.3
1969,14.9
1970,13.5
1971,12.3
1972,9.7
1973,8.6
1974,15.8
1975,12.8
1976,9.8
1977,10.9
1978,8.8
1979,11.4
1980,9.9
1981,10.4
1982,11.6
1983,9.7
1984,12.6
1985,14.2
1986,10.3
1987,9.5
1988,8.5
1989,6.3
1990,11.0
1991,10.5
1992,13.7
1993,6.0
1994,10.2
1995,15.6
1996,12.9
1997,14.7
1998,12.0
1999,13.5
2000,15.3
2001,10.2
2002,14.5
2003,10.9
2004,12.8
2005,15.5
2006,13.5
2007,10.1
2008,7.1
2009,13.4
2010,9.0
2011,13.5
2012,9.9
2013,13.5
2014,
2015,
2016,
2017,
2018,
