,02-23
1881,-19.3
1882,-9.2
1883,-3.8
1884,-22.8
1885,-20.6
1886,-18.6
1887,-10.7
1888,-17.7
1889,-15.5
1890,-13.0
1891,-5.3
1892,-9.6
1893,-24.3
1894,-5.1
1895,-25.8
1896,-19.5
1897,-9.0
1898,-12.9
1899,-13.7
1900,-3.1
1901,-15.7
1902,-2.7
1903,-1.4
1904,-6.4
1905,-2.8
1906,-7.4
1907,-2.3
1908,-9.8
1909,-11.2
1910,-6.4
1911,-5.7
1912,
1913,-16.2
1914,-14.7
1915,-0.5
1916,-7.1
1917,-27.4
1918,-21.0
1919,-15.6
1920,-7.7
1921,-3.8
1922,-5.5
1923,-21.4
1924,-7.2
1925,-16.2
1926,-25.0
1927,-16.5
1928,-9.6
1929,-16.5
1930,-2.9
1931,-8.6
1932,-21.5
1933,-18.7
1934,-8.0
1935,0.8
1936,-18.6
1937,-3.0
1938,-15.1
1939,-5.0
1940,-6.1
1941,-9.0
1942,-15.1
1943,-4.2
1944,-9.3
1945,-7.9
1946,-11.6
1947,-11.5
1948,-7.8
1949,0.5
1950,-5.9
1951,-10.4
1952,-4.0
1953,-23.1
1954,-19.4
1955,-13.9
1956,-21.2
1957,-0.6
1958,-15.1
1959,-7.8
1960,-14.8
1961,-0.5
1962,-9.7
1963,-23.6
1964,-16.8
1965,-14.7
1966,-2.9
1967,-3.7
1968,-12.5
1969,-4.8
1970,-17.1
1971,-15.0
1972,-1.8
1973,-8.8
1974,-1.6
1975,-0.9
1976,-11.7
1977,-5.2
1978,-23.5
1979,-9.8
1980,-4.4
1981,-6.8
1982,-7.4
1983,-6.4
1984,-12.1
1985,-24.0
1986,-17.7
1987,-15.2
1988,-9.6
1989,-3.8
1990,1.4
1991,0.6
1992,-3.8
1993,-2.5
1994,-9.8
1995,0.3
1996,-2.8
1997,-1.2
1998,1.5
1999,-4.2
2000,-10.8
2001,-16.8
2002,-6.8
2003,-4.5
2004,-4.5
2005,-15.0
2006,-14.9
2007,-15.9
2008,0.5
2009,-10.6
2010,-12.9
2011,-16.9
2012,-0.9
2013,-4.5
2014,
2015,
2016,
2017,-6.2
2018,
2019,-7.6
