,06-15
1881,6.3
1882,8.4
1883,12.1
1884,7.4
1885,7.4
1886,11.9
1887,7.9
1888,5.6
1889,12.7
1890,7.9
1891,4.9
1892,7.5
1893,6.7
1894,14.1
1895,10.9
1896,9.4
1897,11.2
1898,7.0
1899,9.0
1900,7.4
1901,8.0
1902,15.4
1903,8.2
1904,5.1
1905,16.3
1906,16.0
1907,11.5
1908,12.7
1909,4.5
1910,18.5
1911,6.5
1912,14.5
1913,6.6
1914,9.6
1915,9.1
1916,9.8
1917,15.0
1918,9.8
1919,10.2
1920,6.8
1921,11.3
1922,14.1
1923,10.6
1924,7.9
1925,9.3
1926,10.9
1927,10.1
1928,5.9
1929,11.0
1930,10.7
1931,8.6
1932,12.5
1933,10.3
1934,6.2
1935,11.4
1936,15.7
1937,8.6
1938,10.1
1939,17.8
1940,7.9
1941,8.4
1942,4.3
1943,12.1
1944,10.4
1945,10.8
1946,13.1
1947,9.8
1948,9.3
1949,9.5
1950,7.1
1951,11.7
1952,11.6
1953,14.1
1954,14.8
1955,12.2
1956,13.1
1957,6.4
1958,5.8
1959,6.4
1960,16.8
1961,17.1
1962,7.1
1963,4.9
1964,14.5
1965,9.6
1966,11.2
1967,11.0
1968,9.4
1969,12.0
1970,6.2
1971,11.1
1972,14.0
1973,10.9
1974,12.5
1975,9.6
1976,6.3
1977,16.5
1978,3.3
1979,12.2
1980,12.0
1981,7.1
1982,9.1
1983,13.9
1984,11.5
1985,11.7
1986,15.2
1987,10.5
1988,9.0
1989,10.1
1990,7.6
1991,11.4
1992,16.3
1993,10.5
1994,11.5
1995,19.3
1996,10.3
1997,18.0
1998,17.3
1999,17.5
2000,12.4
2001,9.5
2002,10.7
2003,10.3
2004,10.4
2005,14.7
2006,12.6
2007,12.5
2008,12.8
2009,13.2
2010,12.6
2011,11.0
2012,14.2
2013,13.8
2014,7.6
2015,
2016,
2017,
2018,
