,DATE,TMIN
3,1881-01-04,0.7
368,1882-01-04,0.8
733,1883-01-04,-15.1
1098,1884-01-04,-12.4
1464,1885-01-04,-5.3
1829,1886-01-04,-20.2
2194,1887-01-04,-5.8
2559,1888-01-04,-11.6
2925,1889-01-04,-11.4
3290,1890-01-04,-3.5
3655,1891-01-04,-12.2
4020,1892-01-04,-9.5
4386,1893-01-04,-21.7
4751,1894-01-04,-17.0
5116,1895-01-04,-8.3
5481,1896-01-04,-7.4
5847,1897-01-04,-6.4
6212,1898-01-04,-3.3
6577,1899-01-04,-12.5
6942,1900-01-04,-14.2
7307,1901-01-04,-5.9
7672,1902-01-04,-23.6
8037,1903-01-04,-14.7
8402,1904-01-04,-6.8
8768,1905-01-04,-4.0
9133,1906-01-04,-7.4
9498,1907-01-04,-13.7
9863,1908-01-04,-17.4
10229,1909-01-04,-1.0
10594,1910-01-04,-4.1
10959,1911-01-04,-11.4
11324,1912-01-04,-15.2
11690,1913-01-04,
12055,1914-01-04,-20.5
12420,1915-01-04,-8.9
12785,1916-01-04,1.2
13151,1917-01-04,-19.1
13516,1918-01-04,-21.0
13881,1919-01-04,-12.7
14246,1920-01-04,-3.7
14612,1921-01-04,-15.9
14977,1922-01-04,-11.1
15342,1923-01-04,-2.4
15707,1924-01-04,-8.9
16073,1925-01-04,1.4
16438,1926-01-04,-8.3
16803,1927-01-04,-10.8
17168,1928-01-04,-9.0
17534,1929-01-04,-2.0
17899,1930-01-04,-1.6
18264,1931-01-04,-11.0
18629,1932-01-04,-10.2
18995,1933-01-04,-2.2
19360,1934-01-04,-13.4
19725,1935-01-04,-22.4
20090,1936-01-04,0.9
20456,1937-01-04,0.3
20821,1938-01-04,-15.1
21186,1939-01-04,-8.7
21551,1940-01-04,-18.7
21917,1941-01-04,-12.4
22282,1942-01-04,-12.3
22647,1943-01-04,-7.8
23012,1944-01-04,-7.9
23378,1945-01-04,-2.5
23743,1946-01-04,-11.3
24108,1947-01-04,-20.7
24473,1948-01-04,-17.8
24839,1949-01-04,1.0
25204,1950-01-04,-25.1
25569,1951-01-04,-6.8
25934,1952-01-04,-0.7
26300,1953-01-04,-12.4
26665,1954-01-04,-17.6
27030,1955-01-04,-7.5
27395,1956-01-04,
27761,1957-01-04,-7.8
28126,1958-01-04,-15.0
28491,1959-01-04,0.5
28856,1960-01-04,-2.5
29222,1961-01-04,-1.8
29587,1962-01-04,-7.9
29952,1963-01-04,-15.7
30317,1964-01-04,-4.9
30683,1965-01-04,-1.7
31048,1966-01-04,-12.1
31413,1967-01-04,-6.5
31778,1968-01-04,-14.8
32144,1969-01-04,-14.7
32509,1970-01-04,-6.6
32874,1971-01-04,-10.6
33239,1972-01-04,-5.3
33605,1973-01-04,-4.3
33970,1974-01-04,-5.7
34335,1975-01-04,-0.1
34700,1976-01-04,-15.6
35066,1977-01-04,-11.5
35431,1978-01-04,-11.7
35796,1979-01-04,-17.8
36161,1980-01-04,-3.6
36527,1981-01-04,-8.2
36892,1982-01-04,-23.2
37257,1983-01-04,-5.5
37622,1984-01-04,0.2
37988,1985-01-04,-23.4
38353,1986-01-04,-6.9
38718,1987-01-04,-23.1
39083,1988-01-04,3.9
39449,1989-01-04,0.1
39814,1990-01-04,-15.4
40179,1991-01-04,-7.8
40544,1992-01-04,0.9
40910,1993-01-04,-1.5
41275,1994-01-04,-4.0
41640,1995-01-04,-12.0
42005,1996-01-04,-13.9
42371,1997-01-04,-16.2
42736,1998-01-04,-2.4
43101,1999-01-04,-4.5
43466,2000-01-04,-7.4
43832,2001-01-04,-5.4
44197,2002-01-04,-6.7
44562,2003-01-04,-21.4
44927,2004-01-04,-14.9
45293,2005-01-04,-0.3
45658,2006-01-04,-0.5
46023,2007-01-04,-0.3
46388,2008-01-04,-13.8
46754,2009-01-04,-12.0
47119,2010-01-04,-14.4
47484,2011-01-04,-10.1
47849,2012-01-04,0.1
48215,2013-01-04,-0.2
48580,2014-01-04,-0.6
48945,2015-01-04,
49289,2016-01-04,
49655,2017-01-04,
50020,2018-01-04,1.0
50378,2019-01-04,
