,DATE,TMIN
331,1881-11-28,3.4
696,1882-11-28,-5.1
1061,1883-11-28,-3.4
1427,1884-11-28,-17.1
1792,1885-11-28,-18.2
2157,1886-11-28,-4.0
2522,1887-11-28,2.5
2888,1888-11-28,-3.1
3253,1889-11-28,0.8
3618,1890-11-28,-5.0
3983,1891-11-28,-12.1
4349,1892-11-28,-4.3
4714,1893-11-28,-12.0
5079,1894-11-28,-0.1
5444,1895-11-28,-12.0
5810,1896-11-28,-9.5
6175,1897-11-28,-3.4
6540,1898-11-28,1.6
6905,1899-11-28,-0.6
7270,1900-11-28,-7.8
7635,1901-11-28,-0.4
8000,1902-11-28,-13.8
8365,1903-11-28,-5.4
8731,1904-11-28,-8.3
9096,1905-11-28,2.8
9461,1906-11-28,-2.9
9826,1907-11-28,-2.2
10192,1908-11-28,-1.8
10557,1909-11-28,-13.4
10922,1910-11-28,-10.3
11287,1911-11-28,-3.9
11653,1912-11-28,1.0
12018,1913-11-28,-4.4
12383,1914-11-28,-0.4
12748,1915-11-28,-13.7
13114,1916-11-28,2.6
13479,1917-11-28,-1.9
13844,1918-11-28,-4.0
14209,1919-11-28,-0.5
14575,1920-11-28,-0.9
14940,1921-11-28,-13.3
15305,1922-11-28,-11.1
15670,1923-11-28,-3.5
16036,1924-11-28,-0.1
16401,1925-11-28,-9.3
16766,1926-11-28,-2.0
17131,1927-11-28,0.3
17497,1928-11-28,2.6
17862,1929-11-28,-0.4
18227,1930-11-28,-3.0
18592,1931-11-28,-12.3
18958,1932-11-28,-0.2
19323,1933-11-28,-14.0
19688,1934-11-28,0.2
20053,1935-11-28,-5.0
20419,1936-11-28,-5.9
20784,1937-11-28,-4.3
21149,1938-11-28,1.2
21514,1939-11-28,-1.2
21880,1940-11-28,-2.5
22245,1941-11-28,-4.7
22610,1942-11-28,-9.6
22975,1943-11-28,-1.0
23341,1944-11-28,-0.1
23706,1945-11-28,-1.0
24071,1946-11-28,1.6
24436,1947-11-28,-2.3
24802,1948-11-28,0.3
25167,1949-11-28,-6.5
25532,1950-11-28,0.2
25897,1951-11-28,0.9
26263,1952-11-28,-3.9
26628,1953-11-28,-3.1
26993,1954-11-28,-11.3
27358,1955-11-28,-14.2
27724,1956-11-28,-4.1
28089,1957-11-28,-10.8
28454,1958-11-28,-7.8
28819,1959-11-28,-4.8
29185,1960-11-28,0.4
29550,1961-11-28,-1.4
29915,1962-11-28,-0.5
30280,1963-11-28,-10.6
30646,1964-11-28,-10.4
31011,1965-11-28,-15.7
31376,1966-11-28,0.9
31741,1967-11-28,-7.9
32107,1968-11-28,0.3
32472,1969-11-28,-6.1
32837,1970-11-28,1.3
33202,1971-11-28,1.7
33568,1972-11-28,-3.7
33933,1973-11-28,-9.0
34298,1974-11-28,-1.6
34663,1975-11-28,-6.4
35029,1976-11-28,-0.9
35394,1977-11-28,-9.1
35759,1978-11-28,-1.4
36124,1979-11-28,-2.3
36490,1980-11-28,-5.8
36855,1981-11-28,-5.2
37220,1982-11-28,1.7
37585,1983-11-28,-7.3
37951,1984-11-28,-20.1
38316,1985-11-28,-14.0
38681,1986-11-28,4.6
39046,1987-11-28,0.6
39412,1988-11-28,-12.7
39777,1989-11-28,-13.2
40142,1990-11-28,-1.2
40507,1991-11-28,4.3
40873,1992-11-28,-13.2
41238,1993-11-28,-4.5
41603,1994-11-28,-3.2
41968,1995-11-28,-9.0
42334,1996-11-28,0.7
42699,1997-11-28,-7.6
43064,1998-11-28,-6.2
43429,1999-11-28,1.9
43795,2000-11-28,-7.5
44160,2001-11-28,0.0
44525,2002-11-28,-6.3
44890,2003-11-28,2.1
45256,2004-11-28,-9.3
45621,2005-11-28,-1.7
45986,2006-11-28,4.4
46351,2007-11-28,-2.9
46717,2008-11-28,2.2
47082,2009-11-28,4.5
47447,2010-11-28,-14.9
47812,2011-11-28,1.3
48178,2012-11-28,-3.2
48543,2013-11-28,2.4
48908,2014-11-28,
49252,2015-11-28,
49618,2016-11-28,
49983,2017-11-28,
50341,2018-11-28,
