,08-15
1881,13.1
1882,13.3
1883,10.2
1884,5.4
1885,13.4
1886,12.5
1887,12.1
1888,11.0
1889,9.6
1890,16.1
1891,12.3
1892,13.4
1893,7.5
1894,12.9
1895,10.6
1896,9.5
1897,12.2
1898,11.5
1899,9.5
1900,8.8
1901,13.9
1902,11.9
1903,12.6
1904,10.5
1905,12.6
1906,11.6
1907,11.1
1908,12.1
1909,6.7
1910,7.6
1911,13.6
1912,13.5
1913,12.8
1914,11.2
1915,10.2
1916,6.2
1917,15.5
1918,13.6
1919,9.6
1920,12.8
1921,15.4
1922,10.0
1923,11.1
1924,14.4
1925,16.6
1926,14.0
1927,13.1
1928,14.1
1929,11.0
1930,11.8
1931,9.7
1932,16.0
1933,11.2
1934,13.3
1935,14.4
1936,16.0
1937,14.7
1938,12.0
1939,14.4
1940,18.4
1941,15.7
1942,16.1
1943,12.0
1944,11.7
1945,17.5
1946,14.2
1947,13.3
1948,13.9
1949,13.1
1950,13.9
1951,14.6
1952,13.9
1953,14.0
1954,13.0
1955,14.2
1956,10.4
1957,13.1
1958,12.0
1959,14.1
1960,13.9
1961,13.8
1962,10.8
1963,12.0
1964,10.2
1965,9.7
1966,14.9
1967,15.7
1968,11.0
1969,7.9
1970,17.6
1971,14.0
1972,12.4
1973,11.6
1974,12.8
1975,9.8
1976,13.2
1977,10.3
1978,5.8
1979,14.5
1980,10.5
1981,15.5
1982,13.1
1983,7.0
1984,6.7
1985,13.0
1986,12.7
1987,10.3
1988,14.7
1989,13.2
1990,13.4
1991,10.0
1992,15.6
1993,13.7
1994,14.8
1995,9.1
1996,13.7
1997,9.3
1998,10.4
1999,10.0
2000,14.1
2001,14.9
2002,15.0
2003,14.9
2004,8.5
2005,14.4
2006,17.8
2007,21.0
2008,15.4
2009,12.6
2010,21.0
2011,16.4
2012,13.6
2013,13.3
2014,
2015,
2016,
2017,
2018,
