,04-11
1881,-5.2
1882,-2.3
1883,-3.4
1884,-1.1
1885,-1.7
1886,3.1
1887,-2.3
1888,0.5
1889,-1.5
1890,5.9
1891,-0.4
1892,-2.8
1893,-1.4
1894,1.9
1895,-4.1
1896,-1.5
1897,0.0
1898,-5.9
1899,2.3
1900,-0.8
1901,0.9
1902,-9.6
1903,-2.0
1904,0.4
1905,-1.6
1906,0.6
1907,-0.2
1908,-3.5
1909,-7.3
1910,-4.2
1911,-3.0
1912,-4.3
1913,0.3
1914,-0.9
1915,0.9
1916,-1.1
1917,0.5
1918,0.4
1919,0.6
1920,9.2
1921,1.8
1922,-3.9
1923,-2.9
1924,-0.5
1925,-1.0
1926,-2.5
1927,-1.6
1928,-9.7
1929,-5.5
1930,3.4
1931,-4.1
1932,1.1
1933,0.1
1934,-6.7
1935,-2.1
1936,-3.5
1937,0.5
1938,0.5
1939,-7.2
1940,-3.8
1941,-8.4
1942,-0.1
1943,0.6
1944,-6.4
1945,-1.6
1946,-3.5
1947,-2.8
1948,1.4
1949,-2.3
1950,2.3
1951,1.5
1952,-1.4
1953,-2.6
1954,-4.7
1955,-3.8
1956,0.3
1957,-7.7
1958,-3.6
1959,1.4
1960,3.6
1961,-5.2
1962,-1.2
1963,0.4
1964,-1.4
1965,-2.3
1966,-5.2
1967,3.8
1968,0.4
1969,3.5
1970,3.8
1971,0.2
1972,1.1
1973,0.9
1974,-1.3
1975,0.8
1976,0.5
1977,2.2
1978,2.6
1979,-1.1
1980,0.2
1981,2.0
1982,0.7
1983,0.6
1984,0.2
1985,-4.7
1986,-5.3
1987,-4.5
1988,-4.4
1989,0.9
1990,-0.5
1991,-1.4
1992,-1.5
1993,-2.4
1994,-1.9
1995,0.8
1996,-3.6
1997,0.0
1998,-2.7
1999,0.9
2000,4.4
2001,0.5
2002,-0.1
2003,-0.4
2004,0.6
2005,-0.1
2006,1.8
2007,1.1
2008,3.5
2009,4.0
2010,0.9
2011,-1.7
2012,1.0
2013,-0.4
2014,
2016,
2017,
2018,
2019,
