,DATE,TMIN
38,1881-02-08,-21.0
403,1882-02-08,-17.5
768,1883-02-08,-22.3
1133,1884-02-08,-2.2
1499,1885-02-08,-0.6
1864,1886-02-08,-10.3
2229,1887-02-08,-12.4
2594,1888-02-08,-16.5
2960,1889-02-08,-18.5
3325,1890-02-08,-7.7
3690,1891-02-08,0.1
4055,1892-02-08,-17.1
4421,1893-02-08,-23.6
4786,1894-02-08,-1.7
5151,1895-02-08,-24.5
5516,1896-02-08,-20.9
5882,1897-02-08,-21.3
6247,1898-02-08,-19.4
6612,1899-02-08,-18.5
6977,1900-02-08,-10.6
7342,1901-02-08,-12.3
7707,1902-02-08,-8.9
8072,1903-02-08,0.2
8437,1904-02-08,-10.6
8803,1905-02-08,-9.1
9168,1906-02-08,-6.5
9533,1907-02-08,-17.1
9898,1908-02-08,-12.9
10264,1909-02-08,-20.5
10629,1910-02-08,-0.4
10994,1911-02-08,-18.7
11359,1912-02-08,
11725,1913-02-08,-3.7
12090,1914-02-08,-4.0
12455,1915-02-08,-11.9
12820,1916-02-08,0.5
13186,1917-02-08,-28.9
13551,1918-02-08,-5.8
13916,1919-02-08,-24.3
14281,1920-02-08,-11.7
14647,1921-02-08,-6.1
15012,1922-02-08,-22.3
15377,1923-02-08,-6.6
15742,1924-02-08,-17.1
16108,1925-02-08,-5.8
16473,1926-02-08,-18.9
16838,1927-02-08,-13.0
17203,1928-02-08,-2.8
17569,1929-02-08,-30.7
17934,1930-02-08,-16.1
18299,1931-02-08,-16.0
18664,1932-02-08,-18.6
19030,1933-02-08,-9.4
19395,1934-02-08,-10.0
19760,1935-02-08,-14.4
20125,1936-02-08,-10.0
20491,1937-02-08,-12.0
20856,1938-02-08,-6.9
21221,1939-02-08,-0.3
21586,1940-02-08,-27.3
21952,1941-02-08,-11.1
22317,1942-02-08,-15.8
22682,1943-02-08,-8.5
23047,1944-02-08,-10.1
23413,1945-02-08,-8.8
23778,1946-02-08,-30.1
24143,1947-02-08,-24.5
24508,1948-02-08,-22.6
24874,1949-02-08,-3.9
25239,1950-02-08,-0.8
25604,1951-02-08,-2.4
25969,1952-02-08,-1.9
26335,1953-02-08,-15.0
26700,1954-02-08,-12.1
27065,1955-02-08,-1.5
27430,1956-02-08,-32.8
27796,1957-02-08,-3.8
28161,1958-02-08,-21.5
28526,1959-02-08,-4.0
28891,1960-02-08,-13.1
29257,1961-02-08,-4.5
29622,1962-02-08,-1.9
29987,1963-02-08,-10.7
30352,1964-02-08,-10.8
30718,1965-02-08,-11.3
31083,1966-02-08,-27.3
31448,1967-02-08,-7.8
31813,1968-02-08,-15.1
32179,1969-02-08,-12.2
32544,1970-02-08,-9.1
32909,1971-02-08,-14.9
33274,1972-02-08,-5.4
33640,1973-02-08,-5.4
34005,1974-02-08,1.8
34370,1975-02-08,-9.3
34735,1976-02-08,-6.9
35101,1977-02-08,-8.8
35466,1978-02-08,-12.4
35831,1979-02-08,-13.8
36196,1980-02-08,-10.7
36562,1981-02-08,-4.5
36927,1982-02-08,-22.4
37292,1983-02-08,-17.8
37657,1984-02-08,-7.5
38023,1985-02-08,-20.1
38388,1986-02-08,-18.5
38753,1987-02-08,-11.0
39118,1988-02-08,0.7
39484,1989-02-08,0.5
39849,1990-02-08,4.3
40214,1991-02-08,-13.9
40579,1992-02-08,-2.6
40945,1993-02-08,-4.5
41310,1994-02-08,-16.6
41675,1995-02-08,-10.8
42040,1996-02-08,-14.9
42406,1997-02-08,0.7
42771,1998-02-08,-10.8
43136,1999-02-08,-27.3
43501,2000-02-08,2.0
43867,2001-02-08,0.9
44232,2002-02-08,-0.5
44597,2003-02-08,-5.5
44962,2004-02-08,-7.5
45328,2005-02-08,-5.3
45693,2006-02-08,-21.7
46058,2007-02-08,-22.8
46423,2008-02-08,0.7
46789,2009-02-08,0.0
47154,2010-02-08,-9.9
47519,2011-02-08,-8.7
47884,2012-02-08,-21.7
48250,2013-02-08,0.0
48615,2014-02-08,-3.1
48980,2015-02-08,
49324,2016-02-08,
49690,2017-02-08,-14.8
50055,2018-02-08,
50413,2019-02-08,-2.6
