,02-24
1881,-20.2
1882,-12.4
1883,-14.3
1884,-21.7
1885,-8.7
1886,-22.2
1887,-8.5
1888,-22.5
1889,-3.0
1890,-6.8
1891,-2.8
1892,-8.7
1893,-31.7
1894,-6.5
1895,-11.5
1896,-20.0
1897,-9.0
1898,-11.9
1899,-18.7
1900,-9.6
1901,-15.2
1902,-9.1
1903,-0.9
1904,-8.5
1905,-3.8
1906,-14.4
1907,-2.2
1908,-10.8
1909,-10.9
1910,-2.6
1911,0.6
1912,
1913,-11.9
1914,-13.8
1915,-0.3
1916,-13.9
1917,-21.8
1918,-17.4
1919,-25.6
1920,-4.1
1921,-2.4
1922,-3.4
1923,-17.4
1924,-9.2
1925,-7.2
1926,-13.5
1927,-12.0
1928,-9.8
1929,-19.5
1930,-4.4
1931,-10.1
1932,-16.7
1933,-13.4
1934,-10.3
1935,0.8
1936,-20.5
1937,-7.1
1938,-16.4
1939,-5.7
1940,-1.8
1941,-7.1
1942,-12.8
1943,-13.9
1944,-11.4
1945,-7.8
1946,-17.0
1947,-14.1
1948,-15.2
1949,-0.7
1950,-10.0
1951,-7.2
1952,-4.0
1953,-22.5
1954,-18.1
1955,-16.0
1956,-16.6
1957,-3.8
1958,-14.7
1959,-13.3
1960,-17.0
1961,-3.4
1962,-7.3
1963,-13.5
1964,-6.8
1965,-20.8
1966,-2.8
1967,-3.9
1968,-21.2
1969,-11.4
1970,-8.4
1971,-14.9
1972,-3.2
1973,-9.6
1974,-1.5
1975,-2.4
1976,-9.0
1977,-8.1
1978,-19.1
1979,-6.7
1980,-4.3
1981,-5.6
1982,-8.4
1983,-7.2
1984,-10.3
1985,-20.3
1986,-20.4
1987,-20.3
1988,-8.3
1989,-0.4
1990,2.5
1991,0.1
1992,-6.1
1993,-0.5
1994,-5.2
1995,1.5
1996,-4.3
1997,2.8
1998,-10.6
1999,-4.3
2000,-15.5
2001,-15.4
2002,-1.8
2003,-4.7
2004,-9.3
2005,-14.5
2006,-7.2
2007,-21.1
2008,-5.7
2009,-7.8
2010,-10.9
2011,-14.3
2012,-2.7
2013,-7.8
2014,
2015,1.6
2016,
2017,
2018,
2019,0.4
