,05-18
1881,7.0
1882,0.9
1883,5.0
1884,1.5
1885,6.8
1886,4.7
1887,3.9
1888,6.9
1889,2.5
1890,10.5
1891,8.0
1892,6.7
1893,-0.5
1894,8.4
1895,5.5
1896,0.1
1897,11.0
1898,6.7
1899,6.9
1900,3.5
1901,5.3
1902,7.7
1903,4.4
1904,4.6
1905,8.5
1906,16.2
1907,5.2
1908,3.5
1909,1.8
1910,1.6
1911,1.6
1912,0.8
1913,10.5
1914,10.2
1915,2.5
1916,4.6
1917,1.4
1918,8.0
1919,0.2
1920,10.1
1921,6.0
1922,4.7
1923,5.5
1924,4.9
1925,5.4
1926,11.5
1927,3.8
1928,6.5
1929,4.0
1930,9.1
1931,11.6
1932,7.5
1933,2.3
1934,10.5
1935,10.1
1936,4.0
1937,6.8
1938,10.4
1939,7.6
1940,1.1
1941,1.5
1942,9.7
1943,6.4
1944,9.4
1945,7.8
1946,5.8
1947,1.5
1948,2.4
1949,13.2
1950,5.0
1951,6.9
1952,0.2
1953,10.4
1954,7.2
1955,3.7
1956,5.1
1957,13.4
1958,4.8
1959,4.6
1960,7.7
1961,1.3
1962,6.1
1963,12.9
1964,3.2
1965,6.0
1966,4.6
1967,6.1
1968,1.3
1969,5.1
1970,4.5
1971,11.2
1972,2.8
1973,7.6
1974,7.2
1975,17.1
1976,6.7
1977,10.9
1978,7.5
1979,14.6
1980,5.2
1981,7.4
1982,1.0
1983,12.1
1984,15.4
1985,3.3
1986,7.3
1987,6.7
1988,14.3
1989,9.4
1990,2.8
1991,8.2
1992,3.6
1993,7.7
1994,6.8
1995,9.1
1996,3.4
1997,1.0
1998,8.9
1999,3.4
2000,5.4
2001,11.4
2002,2.9
2003,7.9
2004,3.9
2005,8.9
2006,2.4
2007,5.7
2008,7.3
2009,7.6
2010,15.7
2011,8.7
2012,8.8
2013,14.2
2014,
2015,
2016,
2017,
2018,
