,02-11
1881,-1.8
1882,-7.0
1883,-19.7
1884,-5.7
1885,-9.8
1886,-0.8
1887,-5.5
1888,-24.3
1889,-13.8
1890,-8.7
1891,-1.3
1892,-8.0
1893,-19.5
1894,-5.2
1895,-17.5
1896,-7.6
1897,-12.7
1898,-18.4
1899,-17.7
1900,-10.6
1901,-21.7
1902,-11.3
1903,-5.1
1904,-17.1
1905,-1.9
1906,-6.9
1907,-13.7
1908,-14.6
1909,-23.8
1910,-6.2
1911,-18.3
1912,
1913,-8.7
1914,0.5
1915,-15.2
1916,-4.2
1917,-9.6
1918,-13.1
1919,-9.0
1920,-4.9
1921,-3.0
1922,-11.6
1923,-16.7
1924,-19.5
1925,-1.0
1926,-16.5
1927,-10.2
1928,-5.8
1929,-28.6
1930,-16.1
1931,-10.0
1932,-18.0
1933,-6.4
1934,-11.3
1935,-14.6
1936,-19.2
1937,-14.2
1938,-8.9
1939,-6.3
1940,-28.1
1941,-1.5
1942,-13.3
1943,-9.1
1944,-4.5
1945,-0.7
1946,-8.8
1947,-22.7
1948,-22.0
1949,-13.7
1950,-2.9
1951,-8.8
1952,-6.0
1953,-12.5
1954,-19.1
1955,-10.4
1956,-25.9
1957,-12.8
1958,-23.1
1959,-7.1
1960,-14.6
1961,-8.7
1962,0.2
1963,-16.6
1964,-17.1
1965,-16.6
1966,-25.9
1967,-21.4
1968,-6.9
1969,-20.8
1970,-18.0
1971,-10.5
1972,-11.7
1973,-17.7
1974,-4.1
1975,-9.6
1976,-8.0
1977,-18.5
1978,-18.1
1979,-23.4
1980,-25.8
1981,-6.0
1982,-5.2
1983,-16.3
1984,-8.8
1985,-21.6
1986,-7.6
1987,-14.9
1988,1.6
1989,-3.8
1990,-0.6
1991,-15.0
1992,0.3
1993,-11.2
1994,-24.7
1995,-4.0
1996,-22.8
1997,-6.5
1998,0.1
1999,-27.7
2000,-1.4
2001,-3.5
2002,2.6
2003,-4.1
2004,-18.4
2005,-3.0
2006,-11.8
2007,-18.9
2008,0.8
2009,-5.5
2010,-8.4
2011,-18.3
2012,-19.3
2013,0.4
2014,
2015,-1.4
2016,
2017,
2018,
2019,
