,03-24
1881,-15.4
1882,0.0
1883,-6.8
1884,0.0
1885,-12.9
1886,-12.2
1887,-4.5
1888,-3.5
1889,-13.8
1890,1.5
1891,-14.1
1892,-10.6
1893,-0.5
1894,-8.7
1895,-17.6
1896,-1.3
1897,-14.4
1898,-10.4
1899,-25.0
1900,-13.3
1901,-7.9
1902,-6.6
1903,2.6
1904,-4.4
1905,-8.0
1906,-7.0
1907,-4.3
1908,-11.5
1909,-7.9
1910,-3.8
1911,-5.9
1912,1.5
1913,0.7
1914,-5.3
1915,-14.3
1916,-17.1
1917,-14.5
1918,-12.0
1919,-13.8
1920,-3.4
1921,-0.8
1922,-3.9
1923,-6.5
1924,-16.5
1925,-8.6
1926,-4.5
1927,-15.2
1928,-5.7
1929,-5.1
1930,0.9
1931,-1.1
1932,-14.0
1933,-3.5
1934,0.3
1935,-0.5
1936,-8.9
1937,-0.3
1938,0.2
1939,-2.5
1940,-3.4
1941,-8.4
1942,-0.8
1943,-5.0
1944,-3.9
1945,-2.7
1946,-7.8
1947,-2.9
1948,-11.0
1949,-0.4
1950,-5.6
1951,-1.8
1952,-16.2
1953,0.5
1954,3.1
1955,-9.8
1956,-8.2
1957,-17.3
1958,-5.8
1959,0.4
1960,-7.9
1961,-0.5
1962,-15.1
1963,-17.2
1964,-12.5
1965,-6.1
1966,-1.5
1967,-4.4
1968,0.3
1969,-7.2
1970,-2.8
1971,-11.0
1972,-3.0
1973,0.3
1974,-4.0
1975,-2.4
1976,-1.9
1977,-5.0
1978,-10.9
1979,0.2
1980,-13.5
1981,0.6
1982,-1.6
1983,0.6
1984,-11.0
1985,0.1
1986,1.4
1987,-1.5
1988,1.1
1989,0.8
1990,0.3
1991,-1.3
1992,3.5
1993,1.5
1994,-0.4
1995,1.1
1996,-5.4
1997,-7.6
1998,-9.7
1999,-1.1
2000,-2.3
2001,-11.1
2002,-3.8
2003,-0.2
2004,0.2
2005,-3.6
2006,-13.5
2007,1.6
2008,-4.0
2009,-3.4
2010,-11.9
2011,-3.8
2012,-5.6
2013,-11.6
2014,1.0
2015,0.2
2016,
2017,
2018,
2019,
