,02-28
1881,-20.3
1882,3.0
1883,-9.6
1884,-23.7
1885,-5.8
1886,-12.6
1887,0.9
1888,-16.7
1889,-9.7
1890,-11.3
1891,-4.4
1892,-9.8
1893,-11.3
1894,-2.7
1895,-17.9
1896,-7.8
1897,-10.6
1898,-9.2
1899,-8.5
1900,-9.9
1901,-4.2
1902,-9.7
1903,0.6
1904,-20.4
1905,-7.6
1906,-2.4
1907,-8.7
1908,-9.0
1909,-6.8
1910,0.6
1911,-17.1
1912,
1913,-12.4
1914,-4.4
1915,-8.9
1916,-11.0
1917,-8.5
1918,-7.3
1919,-23.9
1920,-2.6
1921,-2.2
1922,0.2
1923,-13.9
1924,-10.8
1925,-2.5
1926,-9.4
1927,-2.9
1928,-10.0
1929,-21.1
1930,-5.0
1931,-18.1
1932,-14.4
1933,-9.7
1934,-11.3
1935,0.4
1936,-9.4
1937,-12.7
1938,-1.7
1939,-1.5
1940,-4.4
1941,-10.7
1942,-18.9
1943,0.9
1944,-17.5
1945,-12.4
1946,-13.5
1947,-22.6
1948,-8.5
1949,-7.9
1950,-14.4
1951,-9.6
1952,-20.3
1953,-7.1
1954,-13.4
1955,-18.0
1956,-8.0
1957,-14.0
1958,-6.1
1959,-4.0
1960,-13.4
1961,1.4
1962,-13.3
1963,-7.4
1964,-8.0
1965,-23.7
1966,1.1
1967,-4.7
1968,-6.4
1969,-13.2
1970,-11.3
1971,-13.6
1972,-7.1
1973,-9.4
1974,-2.6
1975,-2.8
1976,-8.0
1977,-19.0
1978,-1.2
1979,-6.6
1980,-4.1
1981,-14.2
1982,-12.9
1983,-16.2
1984,-9.4
1985,-3.6
1986,-17.0
1987,-15.6
1988,-6.3
1989,2.4
1990,0.2
1991,-6.4
1992,-5.4
1993,-9.9
1994,-17.4
1995,-1.1
1996,-6.9
1997,-2.1
1998,0.1
1999,-10.0
2000,-3.0
2001,-9.7
2002,-0.7
2003,-7.1
2004,-1.6
2005,-17.5
2006,-13.9
2007,-3.9
2008,-1.4
2009,-0.1
2010,1.1
2011,-10.9
2012,-10.8
2013,0.3
2014,
2015,-0.2
2016,-2.6
2017,-8.0
2018,
2019,
