,DATE,TMIN
62,1881-03-04,-11.1
427,1882-03-04,-7.7
792,1883-03-04,-6.6
1158,1884-03-04,-14.7
1523,1885-03-04,-13.9
1888,1886-03-04,-15.9
2253,1887-03-04,-3.9
2619,1888-03-04,-18.0
2984,1889-03-04,-21.2
3349,1890-03-04,-7.6
3714,1891-03-04,-4.7
4080,1892-03-04,-28.1
4445,1893-03-04,-16.7
4810,1894-03-04,-6.7
5175,1895-03-04,-3.4
5541,1896-03-04,-1.4
5906,1897-03-04,-10.2
6271,1898-03-04,-9.6
6636,1899-03-04,-15.1
7001,1900-03-04,-21.7
7366,1901-03-04,-7.9
7731,1902-03-04,-13.0
8096,1903-03-04,-3.2
8462,1904-03-04,-13.3
8827,1905-03-04,-1.0
9192,1906-03-04,-11.3
9557,1907-03-04,-10.7
9923,1908-03-04,0.0
10288,1909-03-04,-4.8
10653,1910-03-04,-0.2
11018,1911-03-04,-5.6
11384,1912-03-04,1.8
11749,1913-03-04,-10.4
12114,1914-03-04,-2.7
12479,1915-03-04,-17.2
12845,1916-03-04,-7.2
13210,1917-03-04,-21.0
13575,1918-03-04,-10.0
13940,1919-03-04,-5.7
14306,1920-03-04,-3.3
14671,1921-03-04,-4.6
15036,1922-03-04,-9.3
15401,1923-03-04,-8.4
15767,1924-03-04,-3.5
16132,1925-03-04,-18.7
16497,1926-03-04,-2.2
16862,1927-03-04,0.5
17228,1928-03-04,-14.3
17593,1929-03-04,-8.5
17958,1930-03-04,0.3
18323,1931-03-04,-19.8
18689,1932-03-04,-11.8
19054,1933-03-04,-15.4
19419,1934-03-04,-10.7
19784,1935-03-04,-14.9
20150,1936-03-04,-0.3
20515,1937-03-04,-13.2
20880,1938-03-04,-1.3
21245,1939-03-04,-6.0
21611,1940-03-04,-7.7
21976,1941-03-04,-0.4
22341,1942-03-04,-17.5
22706,1943-03-04,-11.6
23072,1944-03-04,-1.2
23437,1945-03-04,-17.7
23802,1946-03-04,-10.3
24167,1947-03-04,-23.0
24533,1948-03-04,-5.6
24898,1949-03-04,-11.1
25263,1950-03-04,-2.9
25628,1951-03-04,-13.5
25994,1952-03-04,-11.9
26359,1953-03-04,-8.5
26724,1954-03-04,0.9
27089,1955-03-04,-9.9
27455,1956-03-04,-12.3
27820,1957-03-04,-12.9
28185,1958-03-04,-24.7
28550,1959-03-04,0.0
28916,1960-03-04,-18.0
29281,1961-03-04,-0.8
29646,1962-03-04,-14.8
30011,1963-03-04,-17.5
30377,1964-03-04,-11.8
30742,1965-03-04,-8.8
31107,1966-03-04,0.3
31472,1967-03-04,-2.5
31838,1968-03-04,-6.2
32203,1969-03-04,-15.5
32568,1970-03-04,-3.5
32933,1971-03-04,-17.0
33299,1972-03-04,-9.1
33664,1973-03-04,-12.1
34029,1974-03-04,-3.5
34394,1975-03-04,-1.3
34760,1976-03-04,-11.0
35125,1977-03-04,-22.0
35490,1978-03-04,1.2
35855,1979-03-04,1.6
36221,1980-03-04,-4.9
36586,1981-03-04,-9.0
36951,1982-03-04,1.2
37316,1983-03-04,-12.7
37682,1984-03-04,-0.9
38047,1985-03-04,-6.0
38412,1986-03-04,-2.8
38777,1987-03-04,-15.1
39143,1988-03-04,-7.2
39508,1989-03-04,0.4
39873,1990-03-04,-7.4
40238,1991-03-04,-5.4
40604,1992-03-04,0.7
40969,1993-03-04,-7.4
41334,1994-03-04,-9.2
41699,1995-03-04,-1.0
42065,1996-03-04,-16.4
42430,1997-03-04,-0.2
42795,1998-03-04,-9.0
43160,1999-03-04,-7.4
43526,2000-03-04,-0.8
43891,2001-03-04,-8.5
44256,2002-03-04,-6.9
44621,2003-03-04,-20.2
44987,2004-03-04,-11.6
45352,2005-03-04,-10.5
45717,2006-03-04,-13.3
46082,2007-03-04,0.9
46448,2008-03-04,-5.7
46813,2009-03-04,-1.2
47178,2010-03-04,-5.8
47543,2011-03-04,-7.6
47909,2012-03-04,-3.4
48274,2013-03-04,-14.3
48639,2014-03-04,
49004,2015-03-04,
49349,2016-03-04,-2.2
49714,2017-03-04,
50079,2018-03-04,
50437,2019-03-04,
