,05-13
1881,1.6
1882,2.9
1883,6.3
1884,-1.6
1885,3.5
1886,2.8
1887,6.9
1888,0.1
1889,4.8
1890,7.1
1891,4.0
1892,3.2
1893,7.0
1894,8.2
1895,6.3
1896,-1.2
1897,15.0
1898,5.8
1899,-2.6
1900,-1.4
1901,7.5
1902,1.3
1903,4.9
1904,2.6
1905,6.5
1906,6.1
1907,4.4
1908,0.1
1909,1.1
1910,9.4
1911,5.6
1912,6.2
1913,1.2
1914,5.7
1915,5.9
1916,1.6
1917,-1.0
1918,1.2
1919,-0.3
1920,6.5
1921,7.6
1922,4.2
1923,2.0
1924,7.3
1925,12.1
1926,0.5
1927,-0.8
1928,1.6
1929,5.2
1930,6.7
1931,5.0
1932,6.3
1933,6.6
1934,7.4
1935,-1.2
1936,10.0
1937,10.6
1938,4.0
1939,1.6
1940,3.7
1941,3.3
1942,6.3
1943,6.6
1944,5.0
1945,3.3
1946,-0.5
1947,3.5
1948,10.5
1949,5.5
1950,5.3
1951,0.5
1952,3.2
1953,3.7
1954,-0.9
1955,3.4
1956,0.3
1957,7.3
1958,5.3
1959,5.9
1960,6.2
1961,5.4
1962,1.8
1963,12.1
1964,7.3
1965,2.5
1966,4.8
1967,7.7
1968,8.8
1969,6.2
1970,2.6
1971,7.3
1972,2.1
1973,7.1
1974,0.9
1975,11.2
1976,12.0
1977,11.3
1978,6.8
1979,5.7
1980,0.1
1981,4.8
1982,5.9
1983,10.2
1984,1.4
1985,4.4
1986,8.0
1987,6.9
1988,7.0
1989,8.7
1990,3.5
1991,8.7
1992,3.6
1993,7.7
1994,1.4
1995,3.0
1996,8.9
1997,14.0
1998,1.9
1999,-2.1
2000,-0.1
2001,0.6
2002,8.2
2003,12.2
2004,-0.6
2005,7.6
2006,10.1
2007,5.6
2008,2.7
2009,6.5
2010,11.6
2011,7.0
2012,4.4
2013,10.7
2014,
2015,
2016,
2017,
2018,
