,09-25
1881,4.6
1882,2.4
1883,-0.6
1884,7.5
1885,6.2
1886,4.3
1887,7.6
1888,4.2
1889,4.7
1890,9.7
1891,2.8
1892,1.9
1893,7.1
1894,2.4
1895,5.6
1896,7.7
1897,10.4
1898,4.0
1899,8.1
1900,13.0
1901,11.8
1902,5.1
1903,8.4
1904,8.0
1905,6.6
1906,-0.3
1907,0.9
1908,4.1
1909,12.1
1910,1.4
1911,11.6
1912,0.1
1913,3.9
1914,7.1
1915,7.9
1916,9.6
1917,5.6
1918,11.0
1919,8.9
1920,4.0
1921,6.1
1922,6.5
1923,10.6
1924,9.1
1925,14.2
1926,8.9
1927,7.5
1928,8.7
1929,4.7
1930,5.7
1931,4.8
1932,6.9
1933,11.3
1934,11.1
1935,6.6
1936,1.4
1937,9.7
1938,10.6
1939,-2.5
1940,7.7
1941,6.9
1942,9.9
1943,10.3
1944,9.3
1945,5.9
1946,5.9
1947,12.3
1948,5.3
1949,7.1
1950,7.1
1951,6.0
1952,2.7
1953,4.6
1954,3.9
1955,5.9
1956,9.0
1957,1.6
1958,7.9
1959,2.1
1960,7.5
1961,8.0
1962,6.6
1963,10.5
1964,10.4
1965,8.3
1966,3.9
1967,11.0
1968,9.8
1969,4.0
1970,1.5
1971,10.6
1972,8.1
1973,-0.5
1974,10.4
1975,9.3
1976,1.4
1977,2.6
1978,2.3
1979,3.8
1980,0.7
1981,9.7
1982,8.3
1983,8.4
1984,10.0
1985,2.6
1986,-0.1
1987,9.0
1988,10.0
1989,11.3
1990,4.1
1991,9.6
1992,8.9
1993,-0.7
1994,9.7
1995,8.6
1996,3.7
1997,2.5
1998,4.4
1999,7.4
2000,8.0
2001,4.3
2002,7.1
2003,5.5
2004,8.6
2005,11.7
2006,7.6
2007,9.6
2008,7.1
2009,7.0
2010,9.9
2011,8.6
2012,8.4
2013,2.9
2014,
2015,
2016,
2017,
2018,3.7
