,04-14
1881,-7.3
1882,-3.7
1883,0.7
1884,-6.6
1885,-10.7
1886,1.6
1887,-2.0
1888,-2.6
1889,2.1
1890,1.3
1891,-1.1
1892,-7.1
1893,-8.7
1894,-0.9
1895,-10.4
1896,2.0
1897,-0.7
1898,-6.1
1899,0.6
1900,3.0
1901,-0.3
1902,-8.4
1903,3.3
1904,-2.9
1905,0.3
1906,3.1
1907,-2.3
1908,-2.8
1909,-3.5
1910,3.2
1911,-6.9
1912,-5.3
1913,-2.2
1914,2.3
1915,-2.3
1916,0.7
1917,2.4
1918,2.3
1919,-0.1
1920,7.3
1921,6.6
1922,-1.2
1923,-7.3
1924,2.7
1925,1.6
1926,-11.0
1927,-0.2
1928,-7.3
1929,-3.2
1930,1.4
1931,-1.5
1932,1.7
1933,0.6
1934,-3.5
1935,0.1
1936,0.9
1937,0.6
1938,-1.3
1939,-3.6
1940,0.9
1941,0.3
1942,-4.4
1943,-1.7
1944,-9.0
1945,-1.4
1946,-9.9
1947,0.5
1948,2.3
1949,-4.3
1950,2.7
1951,2.2
1952,-0.5
1953,3.0
1954,0.5
1955,1.4
1956,-6.3
1957,-4.6
1958,0.4
1959,0.1
1960,4.6
1961,-2.2
1962,2.3
1963,2.6
1964,3.4
1965,0.7
1966,-8.0
1967,-1.2
1968,-1.6
1969,2.2
1970,-1.6
1971,0.0
1972,2.2
1973,0.3
1974,-5.1
1975,0.6
1976,3.4
1977,4.0
1978,1.8
1979,-2.4
1980,-2.5
1981,0.4
1982,-1.2
1983,-0.4
1984,1.6
1985,1.4
1986,-3.9
1987,1.4
1988,-4.7
1989,10.2
1990,-1.6
1991,2.7
1992,3.0
1993,-2.9
1994,7.4
1995,-0.2
1996,-4.0
1997,-0.9
1998,-3.7
1999,1.4
2000,3.5
2001,-1.2
2002,7.8
2003,1.5
2004,-0.9
2005,3.7
2006,1.5
2007,3.4
2008,2.4
2009,1.9
2010,3.3
2011,0.7
2012,3.5
2013,3.3
2014,
2016,
2017,-4.6
2018,
2019,
