,DATE,TMIN
8,1881-01-09,-15.6
373,1882-01-09,-4.5
738,1883-01-09,-18.3
1103,1884-01-09,-16.7
1469,1885-01-09,-23.6
1834,1886-01-09,-13.4
2199,1887-01-09,-7.1
2564,1888-01-09,-17.8
2930,1889-01-09,-6.0
3295,1890-01-09,0.4
3660,1891-01-09,-15.5
4025,1892-01-09,-3.6
4391,1893-01-09,-21.5
4756,1894-01-09,-6.8
5121,1895-01-09,-7.9
5486,1896-01-09,-18.4
5852,1897-01-09,-20.6
6217,1898-01-09,-16.9
6582,1899-01-09,-15.7
6947,1900-01-09,-22.6
7312,1901-01-09,-6.7
7677,1902-01-09,-9.4
8042,1903-01-09,-4.7
8407,1904-01-09,-11.6
8773,1905-01-09,-17.1
9138,1906-01-09,-4.7
9503,1907-01-09,-0.4
9868,1908-01-09,-22.5
10234,1909-01-09,-9.1
10599,1910-01-09,-8.0
10964,1911-01-09,-7.0
11329,1912-01-09,-19.9
11695,1913-01-09,
12060,1914-01-09,-22.5
12425,1915-01-09,
12790,1916-01-09,-5.0
13156,1917-01-09,-14.1
13521,1918-01-09,-17.5
13886,1919-01-09,-0.3
14251,1920-01-09,-0.1
14617,1921-01-09,1.1
14982,1922-01-09,-17.9
15347,1923-01-09,-2.9
15712,1924-01-09,-10.5
16078,1925-01-09,-5.3
16443,1926-01-09,-24.8
16808,1927-01-09,-15.8
17173,1928-01-09,-6.5
17539,1929-01-09,-11.9
17904,1930-01-09,0.7
18269,1931-01-09,-7.4
18634,1932-01-09,-1.4
19000,1933-01-09,-3.8
19365,1934-01-09,0.7
19730,1935-01-09,-7.1
20095,1936-01-09,-5.1
20461,1937-01-09,-9.2
20826,1938-01-09,-16.2
21191,1939-01-09,-26.5
21556,1940-01-09,-22.7
21922,1941-01-09,-9.5
22287,1942-01-09,-22.1
22652,1943-01-09,-18.6
23017,1944-01-09,-7.7
23383,1945-01-09,-8.3
23748,1946-01-09,-12.2
24113,1947-01-09,-11.4
24478,1948-01-09,-11.7
24844,1949-01-09,-3.7
25209,1950-01-09,-26.8
25574,1951-01-09,-10.6
25939,1952-01-09,-0.5
26305,1953-01-09,-8.6
26670,1954-01-09,-13.4
27035,1955-01-09,-18.4
27400,1956-01-09,
27766,1957-01-09,-3.5
28131,1958-01-09,-25.5
28496,1959-01-09,-3.4
28861,1960-01-09,-15.7
29227,1961-01-09,-0.8
29592,1962-01-09,-2.1
29957,1963-01-09,-8.6
30322,1964-01-09,-0.3
30688,1965-01-09,-19.8
31053,1966-01-09,-15.0
31418,1967-01-09,-19.9
31783,1968-01-09,-25.7
32149,1969-01-09,-14.0
32514,1970-01-09,-8.9
32879,1971-01-09,0.2
33244,1972-01-09,-5.3
33610,1973-01-09,-8.0
33975,1974-01-09,-13.8
34340,1975-01-09,-17.6
34705,1976-01-09,-17.8
35071,1977-01-09,-8.0
35436,1978-01-09,-0.4
35801,1979-01-09,-6.2
36166,1980-01-09,-8.4
36532,1981-01-09,-11.6
36897,1982-01-09,-27.5
37262,1983-01-09,0.4
37627,1984-01-09,-6.1
37993,1985-01-09,-17.2
38358,1986-01-09,-9.7
38723,1987-01-09,-33.0
39088,1988-01-09,-7.9
39454,1989-01-09,-2.2
39819,1990-01-09,-1.7
40184,1991-01-09,1.1
40549,1992-01-09,-1.4
40915,1993-01-09,-1.2
41280,1994-01-09,-5.4
41645,1995-01-09,-4.6
42010,1996-01-09,-11.6
42376,1997-01-09,-7.4
42741,1998-01-09,-1.9
43106,1999-01-09,-18.0
43471,2000-01-09,2.6
43837,2001-01-09,0.4
44202,2002-01-09,-3.8
44567,2003-01-09,-17.2
44932,2004-01-09,-17.3
45298,2005-01-09,0.8
45663,2006-01-09,-6.8
46028,2007-01-09,3.4
46393,2008-01-09,-6.6
46759,2009-01-09,-8.5
47124,2010-01-09,-22.7
47489,2011-01-09,-2.8
47854,2012-01-09,-3.9
48220,2013-01-09,-5.0
48585,2014-01-09,
48950,2015-01-09,-6.0
49294,2016-01-09,
49660,2017-01-09,-6.4
50025,2018-01-09,
50383,2019-01-09,
