,06-17
1881,8.5
1882,9.4
1883,11.1
1884,8.5
1885,7.0
1886,14.2
1887,9.3
1888,9.0
1889,13.4
1890,10.0
1891,9.2
1892,9.5
1893,4.1
1894,13.5
1895,15.5
1896,14.9
1897,11.1
1898,10.9
1899,9.8
1900,5.5
1901,9.5
1902,13.2
1903,10.5
1904,12.7
1905,17.1
1906,13.0
1907,13.3
1908,10.0
1909,9.4
1910,11.2
1911,6.0
1912,11.1
1913,8.6
1914,9.7
1915,8.6
1916,8.9
1917,15.4
1918,8.0
1919,12.6
1920,11.1
1921,11.1
1922,12.2
1923,7.9
1924,9.5
1925,11.1
1926,8.1
1927,9.4
1928,8.1
1929,13.4
1930,10.9
1931,9.8
1932,8.0
1933,14.7
1934,9.6
1935,13.4
1936,16.0
1937,13.0
1938,9.8
1939,15.5
1940,7.5
1941,13.1
1942,10.0
1943,10.8
1944,10.6
1945,11.5
1946,13.6
1947,12.8
1948,12.5
1949,10.9
1950,10.6
1951,11.3
1952,12.1
1953,15.9
1954,10.5
1955,9.7
1956,13.1
1957,10.2
1958,6.3
1959,8.6
1960,10.9
1961,14.7
1962,9.7
1963,5.9
1964,11.6
1965,14.5
1966,8.6
1967,8.1
1968,13.0
1969,9.8
1970,8.6
1971,11.0
1972,12.0
1973,7.7
1974,11.3
1975,14.0
1976,10.0
1977,15.9
1978,4.4
1979,13.5
1980,15.0
1981,11.7
1982,6.7
1983,15.5
1984,10.1
1985,12.9
1986,10.0
1987,14.6
1988,11.0
1989,15.0
1990,9.6
1991,12.2
1992,12.1
1993,9.5
1994,7.5
1995,17.4
1996,6.4
1997,9.0
1998,13.6
1999,13.4
2000,8.3
2001,9.0
2002,13.4
2003,10.5
2004,10.0
2005,14.3
2006,13.1
2007,12.5
2008,11.3
2009,8.9
2010,8.3
2011,11.0
2012,15.3
2013,12.2
2014,
2015,
2016,
2017,
2018,
