,01-13
1881,-23.1
1882,-15.1
1883,-15.9
1884,-14.7
1885,-3.6
1886,-16.0
1887,-5.4
1888,-23.8
1889,-16.0
1890,-6.9
1891,-3.7
1892,-5.8
1893,-25.4
1894,-5.2
1895,-14.5
1896,-15.6
1897,-23.6
1898,-2.3
1899,0.5
1900,-19.7
1901,-7.1
1902,-22.1
1903,-22.0
1904,-11.9
1905,-13.1
1906,-3.5
1907,-25.0
1908,-14.0
1909,-4.1
1910,-3.2
1911,-8.1
1912,
1913,
1914,-20.9
1915,-10.4
1916,-23.4
1917,-11.2
1918,-25.5
1919,-7.6
1920,-7.5
1921,-17.5
1922,-7.5
1923,-0.2
1924,-5.6
1925,-0.8
1926,-24.8
1927,-25.8
1928,-1.6
1929,-10.2
1930,-0.8
1931,-0.1
1932,-8.1
1933,-10.3
1934,-11.0
1935,-14.0
1936,-3.0
1937,-7.1
1938,-11.3
1939,-21.4
1940,-7.2
1941,-17.6
1942,-26.5
1943,-13.0
1944,-11.5
1945,-1.8
1946,-13.0
1947,-11.5
1948,-11.4
1949,-3.0
1950,-14.6
1951,-18.7
1952,-4.1
1953,-5.7
1954,-16.3
1955,-5.4
1956,
1957,-10.6
1958,-1.5
1959,-6.9
1960,-22.2
1961,-4.2
1962,0.5
1963,-19.7
1964,-6.5
1965,-6.4
1966,-15.4
1967,-25.8
1968,-31.8
1969,-10.0
1970,-6.8
1971,-6.7
1972,-19.0
1973,-4.0
1974,-15.3
1975,-13.0
1976,-20.8
1977,-2.1
1978,-13.5
1979,-0.3
1980,-8.9
1981,-5.2
1982,-19.0
1983,2.2
1984,-2.9
1985,-13.8
1986,-14.3
1987,-34.0
1988,0.0
1989,0.6
1990,-22.8
1991,-13.4
1992,-11.6
1993,0.5
1994,-7.2
1995,-5.6
1996,-8.5
1997,-7.5
1998,-6.7
1999,-12.5
2000,0.5
2001,-7.4
2002,0.3
2003,-15.6
2004,-6.1
2005,3.3
2006,-0.1
2007,-6.5
2008,1.8
2009,1.3
2010,-5.2
2011,-3.1
2012,-0.6
2013,-11.0
2014,
2015,-11.2
2016,
2017,
2018,
2019,
