,DATE,TMIN
338,1881-12-05,-1.9
703,1882-12-05,-20.6
1068,1883-12-05,-7.2
1434,1884-12-05,-18.0
1799,1885-12-05,-0.2
2164,1886-12-05,-4.0
2529,1887-12-05,-9.1
2895,1888-12-05,-9.7
3260,1889-12-05,-8.5
3625,1890-12-05,-7.1
3990,1891-12-05,1.9
4356,1892-12-05,-8.0
4721,1893-12-05,-17.0
5086,1894-12-05,-5.1
5451,1895-12-05,-6.0
5817,1896-12-05,-12.4
6182,1897-12-05,-1.4
6547,1898-12-05,-2.9
6912,1899-12-05,-10.9
7277,1900-12-05,-6.6
7642,1901-12-05,-18.1
8007,1902-12-05,-23.6
8372,1903-12-05,-6.8
8738,1904-12-05,-6.3
9103,1905-12-05,2.1
9468,1906-12-05,-9.7
9833,1907-12-05,-3.8
10199,1908-12-05,-9.8
10564,1909-12-05,0.2
10929,1910-12-05,-12.2
11294,1911-12-05,-9.0
11660,1912-12-05,0.0
12025,1913-12-05,2.5
12390,1914-12-05,1.2
12755,1915-12-05,-17.5
13121,1916-12-05,-0.2
13486,1917-12-05,-15.5
13851,1918-12-05,-4.1
14216,1919-12-05,0.3
14582,1920-12-05,-1.6
14947,1921-12-05,-0.5
15312,1922-12-05,-8.5
15677,1923-12-05,-5.2
16043,1924-12-05,-11.2
16408,1925-12-05,-9.5
16773,1926-12-05,-9.0
17138,1927-12-05,-9.7
17504,1928-12-05,-1.8
17869,1929-12-05,1.4
18234,1930-12-05,2.6
18599,1931-12-05,-11.5
18965,1932-12-05,4.1
19330,1933-12-05,-1.3
19695,1934-12-05,-12.6
20060,1935-12-05,0.2
20426,1936-12-05,-7.0
20791,1937-12-05,-11.0
21156,1938-12-05,0.6
21521,1939-12-05,0.9
21887,1940-12-05,-7.4
22252,1941-12-05,-15.2
22617,1942-12-05,-10.8
22982,1943-12-05,-5.4
23348,1944-12-05,-1.4
23713,1945-12-05,-14.1
24078,1946-12-05,-0.4
24443,1947-12-05,0.8
24809,1948-12-05,1.6
25174,1949-12-05,0.3
25539,1950-12-05,-0.7
25904,1951-12-05,-3.9
26270,1952-12-05,-10.1
26635,1953-12-05,1.6
27000,1954-12-05,-1.1
27365,1955-12-05,-17.7
27731,1956-12-05,-6.6
28096,1957-12-05,-2.8
28461,1958-12-05,-2.9
28826,1959-12-05,-13.9
29192,1960-12-05,1.3
29557,1961-12-05,-3.2
29922,1962-12-05,-6.6
30287,1963-12-05,-6.4
30653,1964-12-05,-7.7
31018,1965-12-05,-4.8
31383,1966-12-05,-6.8
31748,1967-12-05,-8.6
32114,1968-12-05,0.0
32479,1969-12-05,-2.9
32844,1970-12-05,-7.8
33209,1971-12-05,-0.7
33575,1972-12-05,3.9
33940,1973-12-05,-13.1
34305,1974-12-05,0.5
34670,1975-12-05,0.4
35036,1976-12-05,0.9
35401,1977-12-05,-5.7
35766,1978-12-05,-9.3
36131,1979-12-05,1.3
36497,1980-12-05,-5.8
36862,1981-12-05,-0.5
37227,1982-12-05,0.7
37592,1983-12-05,-0.7
37958,1984-12-05,-0.3
38323,1985-12-05,-9.1
38688,1986-12-05,-7.2
39053,1987-12-05,1.5
39419,1988-12-05,-10.3
39784,1989-12-05,-8.2
40149,1990-12-05,-2.9
40514,1991-12-05,-8.4
40880,1992-12-05,1.6
41245,1993-12-05,-6.4
41610,1994-12-05,-2.2
41975,1995-12-05,-8.7
42341,1996-12-05,0.4
42706,1997-12-05,-10.0
43071,1998-12-05,-9.5
43436,1999-12-05,-4.2
43802,2000-12-05,2.7
44167,2001-12-05,-11.5
44532,2002-12-05,-6.4
44897,2003-12-05,0.3
45263,2004-12-05,-4.7
45628,2005-12-05,-4.6
45993,2006-12-05,5.5
46358,2007-12-05,0.0
46724,2008-12-05,0.7
47089,2009-12-05,-3.2
47454,2010-12-05,-7.8
47819,2011-12-05,2.9
48185,2012-12-05,-5.8
48550,2013-12-05,-3.6
48915,2014-12-05,
49259,2015-12-05,
49625,2016-12-05,-7.3
49990,2017-12-05,
50348,2018-12-05,0.9
