,03-10
1881,-5.7
1882,-3.9
1883,-20.7
1884,-18.1
1885,-9.5
1886,-17.9
1887,-16.2
1888,-25.5
1889,-11.7
1890,-0.5
1891,-10.5
1892,-5.4
1893,-12.9
1894,-12.1
1895,-21.3
1896,-8.6
1897,-14.2
1898,-8.2
1899,-17.4
1900,-6.9
1901,-6.4
1902,-19.1
1903,-3.6
1904,-12.6
1905,-10.5
1906,-4.9
1907,-4.1
1908,-11.8
1909,-12.2
1910,-1.4
1911,-8.2
1912,-1.6
1913,-6.0
1914,-9.2
1915,-16.1
1916,-9.6
1917,-11.4
1918,-13.5
1919,-11.9
1920,-7.4
1921,-2.6
1922,-6.8
1923,-10.9
1924,-3.8
1925,-11.8
1926,-1.3
1927,0.4
1928,-15.8
1929,-15.1
1930,-3.3
1931,-8.6
1932,-16.9
1933,-12.9
1934,-6.4
1935,-4.6
1936,-3.4
1937,-9.9
1938,-8.0
1939,-3.1
1940,-12.4
1941,-5.0
1942,-7.9
1943,-2.6
1944,-14.1
1945,-17.0
1946,-4.5
1947,-13.0
1948,-4.4
1949,-8.4
1950,-15.8
1951,-11.2
1952,-2.1
1953,-5.5
1954,-2.9
1955,-13.9
1956,-19.6
1957,-13.0
1958,-11.0
1959,-11.2
1960,-4.9
1961,1.6
1962,-9.6
1963,-20.7
1964,-8.9
1965,-13.7
1966,-14.5
1967,0.5
1968,-6.2
1969,-9.8
1970,-3.0
1971,-8.0
1972,-17.3
1973,-6.6
1974,-7.6
1975,-0.8
1976,-4.3
1977,-1.0
1978,-4.5
1979,-0.4
1980,-11.5
1981,-6.3
1982,-8.4
1983,-16.9
1984,-1.5
1985,-5.9
1986,-0.6
1987,-9.5
1988,-7.3
1989,0.2
1990,-1.7
1991,-3.5
1992,0.9
1993,-3.6
1994,0.8
1995,1.0
1996,-15.5
1997,0.5
1998,-14.1
1999,-8.1
2000,-6.8
2001,-4.5
2002,-1.8
2003,-2.1
2004,-9.7
2005,-13.0
2006,-16.7
2007,0.4
2008,2.3
2009,-1.7
2010,-6.8
2011,-1.1
2012,-4.8
2013,-16.6
2014,
2015,
2016,
2017,
2018,
2019,
