,DATE,TMIN
32,1881-02-02,-3.6
397,1882-02-02,-5.9
762,1883-02-02,-8.2
1127,1884-02-02,-6.8
1493,1885-02-02,1.0
1858,1886-02-02,-7.8
2223,1887-02-02,0.2
2588,1888-02-02,-18.0
2954,1889-02-02,-13.8
3319,1890-02-02,-1.7
3684,1891-02-02,-3.9
4049,1892-02-02,-9.9
4415,1893-02-02,-26.7
4780,1894-02-02,-0.5
5145,1895-02-02,-23.4
5510,1896-02-02,-16.8
5876,1897-02-02,-10.7
6241,1898-02-02,-1.3
6606,1899-02-02,-16.8
6971,1900-02-02,-5.6
7336,1901-02-02,-6.5
7701,1902-02-02,-4.9
8066,1903-02-02,-0.3
8431,1904-02-02,-5.5
8797,1905-02-02,-19.7
9162,1906-02-02,-7.3
9527,1907-02-02,-6.8
9892,1908-02-02,-1.9
10258,1909-02-02,-13.2
10623,1910-02-02,-6.7
10988,1911-02-02,-21.6
11353,1912-02-02,
11719,1913-02-02,-12.4
12084,1914-02-02,0.1
12449,1915-02-02,-20.2
12814,1916-02-02,-2.7
13180,1917-02-02,-25.8
13545,1918-02-02,-4.1
13910,1919-02-02,-4.1
14275,1920-02-02,-14.9
14641,1921-02-02,-21.5
15006,1922-02-02,-16.3
15371,1923-02-02,-12.0
15736,1924-02-02,-5.6
16102,1925-02-02,-2.5
16467,1926-02-02,-4.8
16832,1927-02-02,-2.6
17197,1928-02-02,-7.5
17563,1929-02-02,-7.5
17928,1930-02-02,-15.4
18293,1931-02-02,-18.3
18658,1932-02-02,-15.0
19024,1933-02-02,-10.4
19389,1934-02-02,-4.7
19754,1935-02-02,-11.0
20119,1936-02-02,-7.4
20485,1937-02-02,-12.0
20850,1938-02-02,-3.1
21215,1939-02-02,-10.1
21580,1940-02-02,-21.7
21946,1941-02-02,-22.8
22311,1942-02-02,-16.9
22676,1943-02-02,-3.0
23041,1944-02-02,-6.4
23407,1945-02-02,-9.0
23772,1946-02-02,-5.6
24137,1947-02-02,-12.4
24502,1948-02-02,0.3
24868,1949-02-02,-12.3
25233,1950-02-02,-17.5
25598,1951-02-02,-8.3
25963,1952-02-02,-4.0
26329,1953-02-02,-16.4
26694,1954-02-02,-15.5
27059,1955-02-02,-6.6
27424,1956-02-02,-5.0
27790,1957-02-02,-2.8
28155,1958-02-02,-0.4
28520,1959-02-02,-10.5
28885,1960-02-02,-16.4
29251,1961-02-02,0.6
29616,1962-02-02,-14.5
29981,1963-02-02,-14.1
30346,1964-02-02,-1.7
30712,1965-02-02,-19.0
31077,1966-02-02,-27.0
31442,1967-02-02,-20.6
31807,1968-02-02,-0.6
32173,1969-02-02,-6.0
32538,1970-02-02,-4.8
32903,1971-02-02,-4.2
33268,1972-02-02,-13.0
33634,1973-02-02,-14.8
33999,1974-02-02,-0.5
34364,1975-02-02,-5.0
34729,1976-02-02,-26.0
35095,1977-02-02,-3.8
35460,1978-02-02,-9.9
35825,1979-02-02,-5.7
36190,1980-02-02,-14.7
36556,1981-02-02,-5.0
36921,1982-02-02,-10.0
37286,1983-02-02,-11.1
37651,1984-02-02,-9.5
38017,1985-02-02,-12.3
38382,1986-02-02,-12.6
38747,1987-02-02,-12.7
39112,1988-02-02,-8.3
39478,1989-02-02,-0.3
39843,1990-02-02,2.2
40208,1991-02-02,-14.8
40573,1992-02-02,-0.7
40939,1993-02-02,0.0
41304,1994-02-02,-19.1
41669,1995-02-02,-7.0
42034,1996-02-02,-17.5
42400,1997-02-02,-15.3
42765,1998-02-02,-21.6
43130,1999-02-02,-19.6
43495,2000-02-02,-7.2
43861,2001-02-02,-18.0
44226,2002-02-02,-16.0
44591,2003-02-02,-22.6
44956,2004-02-02,-2.9
45322,2005-02-02,-8.7
45687,2006-02-02,-19.4
46052,2007-02-02,-14.1
46417,2008-02-02,-0.9
46783,2009-02-02,-6.9
47148,2010-02-02,-5.8
47513,2011-02-02,-2.2
47878,2012-02-02,-22.5
48244,2013-02-02,-2.8
48609,2014-02-02,-7.0
48974,2015-02-02,
49318,2016-02-02,-0.1
49684,2017-02-02,
50049,2018-02-02,-6.3
50407,2019-02-02,-4.0
