,06-29
1881,9.5
1882,7.5
1883,14.0
1884,10.8
1885,11.8
1886,11.6
1887,11.1
1888,11.4
1889,9.4
1890,12.6
1891,16.4
1892,10.6
1893,14.9
1894,11.9
1895,12.5
1896,13.2
1897,8.5
1898,15.0
1899,13.2
1900,13.9
1901,14.0
1902,12.7
1903,11.5
1904,11.3
1905,16.0
1906,13.0
1907,11.6
1908,11.6
1909,11.5
1910,11.0
1911,12.3
1912,
1913,14.5
1914,13.3
1915,9.1
1916,12.8
1917,18.8
1918,11.8
1919,16.7
1920,13.6
1921,10.0
1922,11.1
1923,10.1
1924,10.1
1925,12.3
1926,16.3
1927,13.0
1928,10.7
1929,10.6
1930,12.2
1931,11.7
1932,14.5
1933,12.6
1934,16.1
1935,10.5
1936,8.1
1937,16.1
1938,13.2
1939,11.5
1940,18.7
1941,9.5
1942,11.6
1943,9.2
1944,13.0
1945,9.9
1946,16.1
1947,16.9
1948,13.4
1949,10.8
1950,14.1
1951,12.6
1952,11.4
1953,13.2
1954,12.9
1955,9.0
1956,11.4
1957,8.5
1958,17.2
1959,10.7
1960,12.7
1961,11.8
1962,9.7
1963,11.6
1964,12.4
1965,10.9
1966,16.8
1967,15.3
1968,12.5
1969,10.9
1970,14.8
1971,14.3
1972,19.4
1973,18.6
1974,16.2
1975,9.3
1976,12.1
1977,12.2
1978,11.9
1979,13.2
1980,11.4
1981,14.2
1982,10.0
1983,13.0
1984,10.9
1985,8.6
1986,14.8
1987,11.7
1988,18.7
1989,20.7
1990,15.9
1991,17.6
1992,15.7
1993,7.2
1994,12.7
1995,12.1
1996,10.6
1997,15.1
1998,15.0
1999,19.3
2000,16.3
2001,12.7
2002,12.6
2003,8.0
2004,15.8
2005,11.7
2006,15.3
2007,13.0
2008,14.4
2009,14.9
2010,14.2
2011,13.0
2012,11.9
2013,16.8
2014,
2015,
2016,
2017,
2018,
