,01-27
1881,-11.5
1882,-1.2
1883,-13.5
1884,-3.7
1885,-4.3
1886,-22.6
1887,-3.7
1888,-22.5
1889,-9.8
1890,-9.9
1891,-11.4
1892,-26.9
1893,-18.8
1894,-1.0
1895,-15.9
1896,-18.2
1897,-6.5
1898,-12.0
1899,-2.0
1900,-3.5
1901,-2.7
1902,-2.9
1903,-11.7
1904,-0.3
1905,-5.6
1906,-11.3
1907,-13.8
1908,-4.9
1909,-11.2
1910,-7.2
1911,-10.4
1912,-24.8
1913,
1914,-3.9
1915,-7.5
1916,-2.3
1917,-14.4
1918,0.6
1919,-10.2
1920,-21.7
1921,-12.6
1922,-10.9
1923,-4.0
1924,-26.6
1925,-1.7
1926,-9.9
1927,-2.2
1928,-0.5
1929,-16.5
1930,-1.6
1931,-18.7
1932,-5.6
1933,-0.7
1934,-2.6
1935,-1.4
1936,-18.4
1937,-9.4
1938,-2.3
1939,-7.5
1940,-8.7
1941,-23.7
1942,-29.8
1943,-10.8
1944,-0.1
1945,-19.7
1946,-13.6
1947,-16.0
1948,-2.2
1949,-3.8
1950,-10.0
1951,-13.2
1952,-9.5
1953,-16.1
1954,-12.5
1955,-1.5
1956,
1957,-3.9
1958,-5.1
1959,-8.8
1960,-9.2
1961,-8.7
1962,-8.8
1963,-21.1
1964,-16.6
1965,-8.0
1966,-10.3
1967,-23.5
1968,-17.9
1969,-18.6
1970,-8.4
1971,1.3
1972,-21.4
1973,-0.1
1974,-11.4
1975,-3.2
1976,-11.6
1977,-11.5
1978,-10.2
1979,-5.6
1980,-24.9
1981,-14.0
1982,-13.4
1983,-0.5
1984,-6.7
1985,-26.3
1986,0.7
1987,-22.6
1988,-15.6
1989,-0.3
1990,0.1
1991,-15.9
1992,-2.9
1993,-11.2
1994,-8.6
1995,-0.9
1996,-16.0
1997,-4.4
1998,0.5
1999,-23.2
2000,-10.8
2001,-1.3
2002,-15.0
2003,0.0
2004,-8.6
2005,-14.4
2006,-3.9
2007,-8.5
2008,-2.0
2009,1.5
2010,-22.3
2011,-23.1
2012,-15.1
2013,-9.4
2014,
2015,
2016,-2.4
2017,
2018,
2019,
