,08-11
1881,12.9
1882,15.8
1883,11.9
1884,14.0
1885,11.8
1886,16.5
1887,9.9
1888,12.5
1889,11.2
1890,12.1
1891,6.8
1892,10.5
1893,15.2
1894,14.6
1895,12.5
1896,10.7
1897,16.5
1898,17.2
1899,9.5
1900,14.9
1901,11.8
1902,9.9
1903,12.6
1904,9.6
1905,14.1
1906,10.3
1907,11.2
1908,13.2
1909,11.3
1910,8.7
1911,16.9
1912,18.2
1913,12.6
1914,17.1
1915,13.8
1916,7.9
1917,17.9
1918,10.8
1919,12.5
1920,11.2
1921,10.8
1922,13.5
1923,11.6
1924,11.6
1925,10.1
1926,7.9
1927,16.4
1928,12.0
1929,15.1
1930,14.1
1931,15.8
1932,15.1
1933,11.8
1934,15.5
1935,17.7
1936,13.8
1937,14.9
1938,18.7
1939,12.4
1940,13.5
1941,13.2
1942,13.3
1943,11.9
1944,15.6
1945,16.0
1946,15.2
1947,16.7
1948,14.0
1949,14.9
1950,8.8
1951,15.9
1952,12.5
1953,12.4
1954,15.2
1955,10.1
1956,6.9
1957,11.3
1958,11.6
1959,8.2
1960,13.8
1961,13.4
1962,12.1
1963,15.0
1964,9.4
1965,8.4
1966,15.5
1967,12.7
1968,14.0
1969,12.6
1970,15.4
1971,13.2
1972,15.7
1973,11.6
1974,15.4
1975,8.7
1976,10.5
1977,17.9
1978,10.9
1979,16.0
1980,14.7
1981,11.6
1982,15.4
1983,17.5
1984,14.1
1985,19.0
1986,14.1
1987,10.1
1988,13.6
1989,14.5
1990,13.5
1991,13.9
1992,15.5
1993,14.5
1994,14.5
1995,8.4
1996,15.3
1997,16.5
1998,9.8
1999,14.7
2000,14.3
2001,16.4
2002,16.2
2003,11.3
2004,14.3
2005,15.6
2006,13.0
2007,16.0
2008,15.3
2009,17.1
2010,18.7
2011,14.1
2012,11.1
2013,15.6
2014,
2015,
2016,
2017,
2018,
