,04-18
1881,-5.1
1882,-2.2
1883,0.0
1884,-12.0
1885,-2.1
1886,-2.3
1887,-4.1
1888,-4.1
1889,-1.5
1890,-1.7
1891,2.5
1892,-0.5
1893,-4.6
1894,0.1
1895,-7.1
1896,0.0
1897,0.7
1898,-2.4
1899,-1.6
1900,0.1
1901,0.6
1902,-1.8
1903,0.3
1904,1.1
1905,-0.6
1906,2.3
1907,1.1
1908,1.6
1909,-1.4
1910,5.0
1911,-1.7
1912,-1.3
1913,3.9
1914,-1.6
1915,0.9
1916,-1.0
1917,2.5
1918,-0.5
1919,3.2
1920,6.7
1921,2.9
1922,1.0
1923,-2.5
1924,1.4
1925,3.8
1926,-2.6
1927,-1.1
1928,1.7
1929,-0.7
1930,0.3
1931,1.3
1932,-3.0
1933,1.6
1934,-1.7
1935,-1.9
1936,6.6
1937,5.2
1938,-0.2
1939,1.4
1940,2.0
1941,-5.4
1942,-0.4
1943,0.7
1944,0.6
1945,-5.8
1946,2.8
1947,0.4
1948,-0.2
1949,1.8
1950,8.7
1951,0.5
1952,-1.0
1953,5.3
1954,0.5
1955,-3.1
1956,0.5
1957,-2.6
1958,2.3
1959,5.9
1960,0.8
1961,-0.2
1962,2.4
1963,-1.0
1964,3.4
1965,4.3
1966,-1.2
1967,-1.6
1968,-1.2
1969,3.4
1970,0.3
1971,4.4
1972,2.3
1973,6.1
1974,-0.1
1975,-0.5
1976,1.8
1977,2.8
1978,1.5
1979,-4.4
1980,-3.6
1981,-2.0
1982,1.0
1983,3.0
1984,2.4
1985,1.0
1986,-3.3
1987,-2.7
1988,0.8
1989,6.3
1990,4.3
1991,-2.0
1992,-0.2
1993,0.7
1994,1.9
1995,2.0
1996,0.8
1997,0.9
1998,4.0
1999,13.3
2000,3.6
2001,4.2
2002,-0.3
2003,2.5
2004,4.4
2005,0.5
2006,5.4
2007,5.3
2008,3.0
2009,-1.0
2010,3.4
2011,3.3
2012,1.4
2013,5.0
2014,
2016,
2017,
2018,
2019,
