,09-27
1881,-0.6
1882,2.2
1883,3.2
1884,4.4
1885,5.0
1886,2.2
1887,8.6
1888,5.7
1889,9.9
1890,6.5
1891,8.4
1892,8.0
1893,5.6
1894,1.0
1895,9.6
1896,9.0
1897,7.5
1898,5.5
1899,5.0
1900,6.2
1901,8.2
1902,7.3
1903,10.1
1904,8.5
1905,6.5
1906,-1.8
1907,1.1
1908,7.4
1909,2.5
1910,5.4
1911,9.6
1912,3.1
1913,5.1
1914,8.3
1915,4.0
1916,0.7
1917,11.8
1918,7.7
1919,9.8
1920,8.7
1921,4.5
1922,5.7
1923,9.3
1924,9.3
1925,10.3
1926,5.2
1927,9.3
1928,1.7
1929,9.8
1930,7.0
1931,1.4
1932,8.4
1933,9.5
1934,11.1
1935,3.5
1936,0.7
1937,8.0
1938,8.8
1939,0.2
1940,6.7
1941,2.7
1942,9.4
1943,11.0
1944,7.6
1945,1.4
1946,4.3
1947,5.6
1948,2.7
1949,12.3
1950,9.9
1951,8.4
1952,8.0
1953,6.9
1954,10.5
1955,6.7
1956,2.5
1957,2.9
1958,5.1
1959,1.3
1960,8.3
1961,4.3
1962,4.6
1963,11.5
1964,1.8
1965,7.1
1966,0.2
1967,8.0
1968,5.5
1969,9.3
1970,2.0
1971,7.2
1972,2.9
1973,2.9
1974,13.7
1975,10.6
1976,-1.0
1977,0.5
1978,0.1
1979,9.3
1980,3.8
1981,11.3
1982,2.3
1983,5.8
1984,8.5
1985,1.1
1986,-1.4
1987,8.3
1988,9.2
1989,10.0
1990,0.2
1991,11.5
1992,11.9
1993,1.3
1994,9.6
1995,9.7
1996,2.8
1997,7.7
1998,3.6
1999,8.1
2000,2.0
2001,8.4
2002,3.9
2003,11.9
2004,10.1
2005,12.6
2006,8.7
2007,11.8
2008,7.9
2009,13.2
2010,8.1
2011,8.5
2012,8.9
2013,4.0
2014,
2015,
2016,
2017,
2018,
