,03-30
1881,-3.5
1882,1.5
1883,-17.9
1884,-4.9
1885,-3.1
1886,0.2
1887,0.0
1888,1.8
1889,-5.6
1890,-1.4
1891,-1.5
1892,-9.5
1893,-12.5
1894,-0.1
1895,-5.8
1896,-13.7
1897,-1.9
1898,-3.6
1899,-0.8
1900,-5.9
1901,-17.1
1902,-3.4
1903,2.6
1904,-11.6
1905,-0.4
1906,-7.4
1907,-2.7
1908,-0.5
1909,-0.8
1910,-2.9
1911,-11.6
1912,-3.9
1913,-5.5
1914,-6.9
1915,-8.2
1916,2.0
1917,-14.8
1918,-0.1
1919,-5.9
1920,0.2
1921,0.7
1922,-0.1
1923,-7.6
1924,0.4
1925,-5.3
1926,-8.4
1927,-4.0
1928,0.0
1929,-9.5
1930,-7.7
1931,-12.9
1932,-2.9
1933,0.2
1934,-2.5
1935,-8.3
1936,-1.8
1937,-2.9
1938,-1.3
1939,-4.0
1940,-8.2
1941,-11.0
1942,-7.2
1943,-0.4
1944,-16.3
1945,0.0
1946,-4.5
1947,0.0
1948,-6.0
1949,0.0
1950,-4.2
1951,-1.0
1952,-16.6
1953,2.1
1954,0.1
1955,-18.2
1956,-5.1
1957,-4.5
1958,-12.9
1959,-6.9
1960,-3.4
1961,-3.3
1962,-6.6
1963,-11.9
1964,-1.4
1965,0.2
1966,2.4
1967,1.7
1968,0.5
1969,-2.8
1970,-2.3
1971,-1.3
1972,1.9
1973,1.6
1974,-1.5
1975,0.2
1976,2.4
1977,-13.5
1978,5.2
1979,0.7
1980,-0.3
1981,-1.8
1982,-3.0
1983,0.6
1984,1.8
1985,-3.9
1986,1.9
1987,3.0
1988,1.3
1989,0.6
1990,2.0
1991,-1.4
1992,-1.2
1993,0.9
1994,-1.4
1995,-6.0
1996,-0.5
1997,-0.1
1998,1.2
1999,-1.3
2000,0.3
2001,-4.9
2002,-0.6
2003,4.3
2004,-0.4
2005,-7.4
2006,-1.0
2007,1.4
2008,3.0
2009,0.6
2010,2.6
2011,-1.9
2012,-1.8
2013,-2.4
2014,
2015,
2016,
2017,
2018,
2019,
