,06-30
1881,11.7
1882,7.2
1883,15.7
1884,12.4
1885,14.2
1886,10.9
1887,12.7
1888,7.3
1889,12.0
1890,12.8
1891,12.5
1892,10.1
1893,14.3
1894,13.5
1895,12.1
1896,16.2
1897,9.4
1898,12.5
1899,13.0
1900,14.5
1901,11.7
1902,10.2
1903,12.2
1904,11.8
1905,15.1
1906,12.0
1907,15.1
1908,8.0
1909,10.7
1910,14.0
1911,12.1
1912,
1913,16.0
1914,12.6
1915,12.1
1916,14.2
1917,20.2
1918,18.2
1919,13.7
1920,13.9
1921,6.6
1922,13.7
1923,8.2
1924,10.6
1925,11.6
1926,16.2
1927,11.9
1928,11.8
1929,9.2
1930,11.7
1931,12.7
1932,14.9
1933,11.7
1934,12.0
1935,11.3
1936,13.5
1937,19.9
1938,13.6
1939,11.9
1940,11.1
1941,10.7
1942,10.5
1943,10.7
1944,11.5
1945,10.5
1946,14.1
1947,13.8
1948,13.8
1949,15.4
1950,12.6
1951,11.9
1952,12.6
1953,8.3
1954,12.7
1955,10.1
1956,9.9
1957,6.7
1958,16.7
1959,10.3
1960,13.9
1961,12.6
1962,12.2
1963,15.3
1964,11.6
1965,11.5
1966,13.3
1967,13.9
1968,12.6
1969,9.3
1970,13.9
1971,11.5
1972,21.4
1973,17.6
1974,14.0
1975,7.4
1976,11.3
1977,13.7
1978,13.1
1979,14.0
1980,13.8
1981,20.1
1982,10.2
1983,12.5
1984,12.2
1985,7.8
1986,12.1
1987,12.1
1988,18.8
1989,18.5
1990,14.8
1991,14.8
1992,14.1
1993,12.3
1994,12.2
1995,9.7
1996,13.6
1997,14.2
1998,13.4
1999,20.4
2000,15.2
2001,16.5
2002,12.7
2003,10.4
2004,14.6
2005,11.7
2006,10.6
2007,13.1
2008,15.0
2009,13.4
2010,13.5
2011,15.2
2012,9.0
2013,18.1
2014,11.9
2015,
2016,
2017,
2018,
