,07-16
1881,10.8
1882,13.7
1883,14.4
1884,12.8
1885,19.8
1886,19.8
1887,15.5
1888,11.7
1889,10.0
1890,15.2
1891,17.9
1892,16.0
1893,8.7
1894,15.9
1895,12.5
1896,13.4
1897,17.4
1898,9.0
1899,17.6
1900,16.3
1901,17.6
1902,13.5
1903,10.6
1904,15.2
1905,12.8
1906,15.0
1907,15.1
1908,14.3
1909,15.0
1910,12.5
1911,9.4
1912,17.5
1913,15.6
1914,12.3
1915,13.5
1916,13.7
1917,17.7
1918,13.1
1919,17.7
1920,14.2
1921,10.6
1922,14.0
1923,10.7
1924,10.6
1925,11.6
1926,11.2
1927,18.6
1928,15.4
1929,14.0
1930,15.1
1931,15.8
1932,16.1
1933,16.2
1934,18.8
1935,10.4
1936,16.8
1937,10.7
1938,18.7
1939,15.6
1940,14.1
1941,13.6
1942,11.3
1943,11.2
1944,16.1
1945,17.7
1946,11.6
1947,14.3
1948,12.6
1949,10.5
1950,11.7
1951,14.9
1952,12.3
1953,15.1
1954,15.7
1955,12.0
1956,9.3
1957,20.1
1958,13.0
1959,14.3
1960,16.4
1961,17.0
1962,13.5
1963,15.7
1964,15.3
1965,15.3
1966,14.9
1967,9.2
1968,11.8
1969,14.0
1970,13.0
1971,12.8
1972,20.3
1973,17.7
1974,12.9
1975,14.0
1976,12.6
1977,12.6
1978,12.7
1979,12.6
1980,11.0
1981,13.8
1982,14.1
1983,16.3
1984,15.2
1985,16.7
1986,13.0
1987,9.8
1988,19.5
1989,12.5
1990,11.2
1991,16.3
1992,16.0
1993,13.9
1994,17.8
1995,12.1
1996,11.8
1997,10.8
1998,14.9
1999,21.3
2000,15.0
2001,18.7
2002,15.0
2003,18.9
2004,14.0
2005,16.4
2006,13.3
2007,16.0
2008,14.5
2009,16.6
2010,24.0
2011,16.9
2012,15.5
2013,15.9
2014,
2015,
2016,
2017,
2018,
