,09-17
1881,10.3
1882,9.7
1883,10.6
1884,5.4
1885,10.4
1886,4.0
1887,12.0
1888,4.5
1889,0.7
1890,8.1
1891,7.4
1892,7.5
1893,6.3
1894,1.8
1895,7.7
1896,8.1
1897,1.5
1898,4.6
1899,9.5
1900,1.1
1901,12.3
1902,11.1
1903,5.4
1904,0.6
1905,7.0
1906,6.7
1907,7.9
1908,5.3
1909,7.6
1910,5.2
1911,3.7
1912,7.6
1913,10.5
1914,8.6
1915,7.9
1916,4.0
1917,6.5
1918,6.5
1919,7.7
1920,8.9
1921,8.1
1922,9.8
1923,12.7
1924,8.9
1925,8.0
1926,7.6
1927,6.6
1928,10.5
1929,11.6
1930,8.9
1931,9.5
1932,9.0
1933,7.2
1934,8.0
1935,8.6
1936,7.4
1937,12.0
1938,1.8
1939,1.8
1940,12.9
1941,4.8
1942,6.6
1943,10.3
1944,8.0
1945,9.6
1946,8.5
1947,11.6
1948,9.2
1949,6.7
1950,12.9
1951,11.9
1952,7.4
1953,3.8
1954,8.9
1955,13.3
1956,3.4
1957,9.3
1958,4.2
1959,3.9
1960,7.0
1961,9.0
1962,7.2
1963,10.4
1964,13.0
1965,8.6
1966,9.4
1967,5.8
1968,-1.5
1969,6.2
1970,13.6
1971,4.1
1972,10.2
1973,0.1
1974,6.3
1975,13.1
1976,7.3
1977,5.3
1978,6.0
1979,7.7
1980,7.7
1981,5.3
1982,7.5
1983,10.8
1984,6.8
1985,9.8
1986,7.4
1987,5.6
1988,5.1
1989,10.6
1990,5.1
1991,6.4
1992,11.9
1993,3.2
1994,13.1
1995,2.6
1996,4.6
1997,12.1
1998,10.3
1999,8.0
2000,2.3
2001,11.4
2002,7.3
2003,9.4
2004,6.6
2005,4.7
2006,10.1
2007,7.5
2008,5.0
2009,10.9
2010,9.3
2011,8.9
2012,11.5
2013,9.0
2014,
2015,
2016,
2017,
